date,efa_block,product,avail_gbp_mw_h
2025-04-12,2,DCL,0.656
2025-04-12,2,DCH,1.237
2025-04-12,2,DML,1.035
2025-04-12,2,DMH,0.739
2025-04-12,2,DRL,5.047
2025-04-12,2,DRH,0.859
2025-04-12,3,DCL,3.465
2025-04-12,3,DCH,0.73
2025-04-12,3,DML,1.258
2025-04-12,3,DMH,0.864
2025-04-12,3,DRL,3.081
2025-04-12,3,DRH,1.473
2025-04-12,4,DCL,5.525
2025-04-12,4,DCH,0.633
2025-04-12,4,DML,0.678
2025-04-12,4,DMH,0.757
2025-04-12,4,DRL,2.176
2025-04-12,4,DRH,0.406
2025-04-12,5,DCL,6.885
2025-04-12,5,DCH,2.015
2025-04-12,5,DML,3.299
2025-04-12,5,DMH,1.557
2025-04-12,5,DRL,12.077
2025-04-12,5,DRH,2.989
2025-04-12,6,DCL,3.527
2025-04-12,6,DCH,0.732
2025-04-12,6,DML,2.174
2025-04-12,6,DMH,0.802
2025-04-12,6,DRL,6.958
2025-04-12,6,DRH,4.376
2025-04-13,1,DCL,1.791
2025-04-13,1,DCH,0.374
2025-04-13,1,DML,6.262
2025-04-13,1,DMH,2.182
2025-04-13,1,DRL,6.343
2025-04-13,1,DRH,1.027
2025-04-13,2,DCL,1.216
2025-04-13,2,DCH,1.371
2025-04-13,2,DML,1.172
2025-04-13,2,DMH,0.264
2025-04-13,2,DRL,1.529
2025-04-13,2,DRH,0.987
2025-04-13,3,DCL,4.466
2025-04-13,3,DCH,0.984
2025-04-13,3,DML,2.323
2025-04-13,3,DMH,0.72
2025-04-13,3,DRL,1.94
2025-04-13,3,DRH,4.928
2025-04-13,4,DCL,7.472
2025-04-13,4,DCH,1.614
2025-04-13,4,DML,2.363
2025-04-13,4,DMH,0.923
2025-04-13,4,DRL,3.763
2025-04-13,4,DRH,2.24
2025-04-13,5,DCL,5.47
2025-04-13,5,DCH,2.259
2025-04-13,5,DML,1.404
2025-04-13,5,DMH,1.196
2025-04-13,5,DRL,1.951
2025-04-13,5,DRH,1.953
2025-04-13,6,DCL,2.111
2025-04-13,6,DCH,2.228
2025-04-13,6,DML,2.979
2025-04-13,6,DMH,0.468
2025-04-13,6,DRL,2.854
2025-04-13,6,DRH,0.442
2025-04-14,1,DCL,2.813
2025-04-14,1,DCH,0.935
2025-04-14,1,DML,0.879
2025-04-14,1,DMH,0.466
2025-04-14,1,DRL,6.96
2025-04-14,1,DRH,1.671
2025-04-14,2,DCL,1.729
2025-04-14,2,DCH,0.571
2025-04-14,2,DML,2.732
2025-04-14,2,DMH,0.647
2025-04-14,2,DRL,2.471
2025-04-14,2,DRH,0.942
2025-04-14,3,DCL,4.618
2025-04-14,3,DCH,2.132
2025-04-14,3,DML,3.141
2025-04-14,3,DMH,0.695
2025-04-14,3,DRL,3.392
2025-04-14,3,DRH,1.944
2025-04-14,4,DCL,1.961
2025-04-14,4,DCH,2.837
2025-04-14,4,DML,1.838
2025-04-14,4,DMH,1.037
2025-04-14,4,DRL,1.535
2025-04-14,4,DRH,3.176
2025-04-14,5,DCL,8.863
2025-04-14,5,DCH,2.059
2025-04-14,5,DML,5.308
2025-04-14,5,DMH,2.812
2025-04-14,5,DRL,4.976
2025-04-14,5,DRH,2.687
2025-04-14,6,DCL,4.047
2025-04-14,6,DCH,2.019
2025-04-14,6,DML,3.123
2025-04-14,6,DMH,1.37
2025-04-14,6,DRL,1.554
2025-04-14,6,DRH,3.477
2025-04-15,1,DCL,3.301
2025-04-15,1,DCH,0.64
2025-04-15,1,DML,3.16
2025-04-15,1,DMH,0.562
2025-04-15,1,DRL,8.198
2025-04-15,1,DRH,1.621
2025-04-15,2,DCL,3.524
2025-04-15,2,DCH,0.466
2025-04-15,2,DML,3.345
2025-04-15,2,DMH,0.951
2025-04-15,2,DRL,2.15
2025-04-15,2,DRH,1.009
2025-04-15,3,DCL,2.488
2025-04-15,3,DCH,1.147
2025-04-15,3,DML,3.468
2025-04-15,3,DMH,2.013
2025-04-15,3,DRL,3.032
2025-04-15,3,DRH,0.845
2025-04-15,4,DCL,1.565
2025-04-15,4,DCH,0.623
2025-04-15,4,DML,2.217
2025-04-15,4,DMH,0.796
2025-04-15,4,DRL,2.86
2025-04-15,4,DRH,1.715
2025-04-15,5,DCL,5.204
2025-04-15,5,DCH,3.934
2025-04-15,5,DML,13.748
2025-04-15,5,DMH,2.077
2025-04-15,5,DRL,7.512
2025-04-15,5,DRH,1.501
2025-04-15,6,DCL,8.572
2025-04-15,6,DCH,2.9
2025-04-15,6,DML,4.582
2025-04-15,6,DMH,1.591
2025-04-15,6,DRL,3.387
2025-04-15,6,DRH,2.863
2025-04-16,1,DCL,2.702
2025-04-16,1,DCH,0.715
2025-04-16,1,DML,1.211
2025-04-16,1,DMH,0.385
2025-04-16,1,DRL,3.135
2025-04-16,1,DRH,0.931
2025-04-16,2,DCL,1.495
2025-04-16,2,DCH,0.426
2025-04-16,2,DML,0.6
2025-04-16,2,DMH,1.237
2025-04-16,2,DRL,4.195
2025-04-16,2,DRH,2.129
2025-04-16,3,DCL,3.345
2025-04-16,3,DCH,1.43
2025-04-16,3,DML,1.618
2025-04-16,3,DMH,0.78
2025-04-16,3,DRL,3.071
2025-04-16,3,DRH,2.409
2025-04-16,4,DCL,4.731
2025-04-16,4,DCH,2.496
2025-04-16,4,DML,2.709
2025-04-16,4,DMH,1.755
2025-04-16,4,DRL,2.407
2025-04-16,4,DRH,1.154
2025-04-16,5,DCL,3.216
2025-04-16,5,DCH,4.174
2025-04-16,5,DML,3.056
2025-04-16,5,DMH,2.499
2025-04-16,5,DRL,4.264
2025-04-16,5,DRH,2.941
2025-04-16,6,DCL,1.114
2025-04-16,6,DCH,0.803
2025-04-16,6,DML,3.929
2025-04-16,6,DMH,2.598
2025-04-16,6,DRL,2.638
2025-04-16,6,DRH,1.079
2025-04-17,1,DCL,1.14
2025-04-17,1,DCH,0.976
2025-04-17,1,DML,2.491
2025-04-17,1,DMH,0.511
2025-04-17,1,DRL,2.658
2025-04-17,1,DRH,1.274
2025-04-17,2,DCL,3.316
2025-04-17,2,DCH,1.416
2025-04-17,2,DML,1.647
2025-04-17,2,DMH,0.879
2025-04-17,2,DRL,2.253
2025-04-17,2,DRH,1.934
2025-04-17,3,DCL,2.547
2025-04-17,3,DCH,1.362
2025-04-17,3,DML,1.321
2025-04-17,3,DMH,1.503
2025-04-17,3,DRL,2.632
2025-04-17,3,DRH,7.782
2025-04-17,4,DCL,2.555
2025-04-17,4,DCH,0.625
2025-04-17,4,DML,2.038
2025-04-17,4,DMH,0.971
2025-04-17,4,DRL,5.736
2025-04-17,4,DRH,6.072
2025-04-17,5,DCL,3.069
2025-04-17,5,DCH,1.081
2025-04-17,5,DML,4.491
2025-04-17,5,DMH,1.303
2025-04-17,5,DRL,11.835
2025-04-17,5,DRH,2.422
2025-04-17,6,DCL,1.983
2025-04-17,6,DCH,0.765
2025-04-17,6,DML,3.315
2025-04-17,6,DMH,1.086
2025-04-17,6,DRL,2.452
2025-04-17,6,DRH,2.93
2025-04-18,1,DCL,1.457
2025-04-18,1,DCH,1.034
2025-04-18,1,DML,1.579
2025-04-18,1,DMH,1.324
2025-04-18,1,DRL,5.118
2025-04-18,1,DRH,0.779
2025-04-18,2,DCL,1.187
2025-04-18,2,DCH,0.575
2025-04-18,2,DML,0.798
2025-04-18,2,DMH,0.747
2025-04-18,2,DRL,2.834
2025-04-18,2,DRH,0.764
2025-04-18,3,DCL,1.349
2025-04-18,3,DCH,0.86
2025-04-18,3,DML,1.55
2025-04-18,3,DMH,0.82
2025-04-18,3,DRL,3.184
2025-04-18,3,DRH,3.518
2025-04-18,4,DCL,2.556
2025-04-18,4,DCH,1.595
2025-04-18,4,DML,1.871
2025-04-18,4,DMH,0.465
2025-04-18,4,DRL,2.695
2025-04-18,4,DRH,1.73
2025-04-18,5,DCL,5.641
2025-04-18,5,DCH,0.987
2025-04-18,5,DML,3.817
2025-04-18,5,DMH,0.863
2025-04-18,5,DRL,3.313
2025-04-18,5,DRH,1.924
2025-04-18,6,DCL,2.652
2025-04-18,6,DCH,1.716
2025-04-18,6,DML,2.291
2025-04-18,6,DMH,1.038
2025-04-18,6,DRL,4.756
2025-04-18,6,DRH,0.889
2025-04-19,1,DCL,2.901
2025-04-19,1,DCH,1.295
2025-04-19,1,DML,1.219
2025-04-19,1,DMH,1.221
2025-04-19,1,DRL,2.692
2025-04-19,1,DRH,3.419
2025-04-19,2,DCL,6.686
2025-04-19,2,DCH,0.755
2025-04-19,2,DML,2.568
2025-04-19,2,DMH,0.532
2025-04-19,2,DRL,3.361
2025-04-19,2,DRH,1.748
2025-04-19,3,DCL,2.316
2025-04-19,3,DCH,1.74
2025-04-19,3,DML,2.165
2025-04-19,3,DMH,0.69
2025-04-19,3,DRL,1.622
2025-04-19,3,DRH,3.445
2025-04-19,4,DCL,1.328
2025-04-19,4,DCH,0.501
2025-04-19,4,DML,1.709
2025-04-19,4,DMH,0.79
2025-04-19,4,DRL,4.016
2025-04-19,4,DRH,1.091
2025-04-19,5,DCL,3.196
2025-04-19,5,DCH,1.616
2025-04-19,5,DML,6.044
2025-04-19,5,DMH,1.098
2025-04-19,5,DRL,9.185
2025-04-19,5,DRH,4.711
2025-04-19,6,DCL,3.72
2025-04-19,6,DCH,0.758
2025-04-19,6,DML,2.657
2025-04-19,6,DMH,0.564
2025-04-19,6,DRL,4.293
2025-04-19,6,DRH,1.406
2025-04-20,1,DCL,2.344
2025-04-20,1,DCH,1.056
2025-04-20,1,DML,1.678
2025-04-20,1,DMH,0.577
2025-04-20,1,DRL,1.91
2025-04-20,1,DRH,1.381
2025-04-20,2,DCL,4.64
2025-04-20,2,DCH,1.315
2025-04-20,2,DML,0.967
2025-04-20,2,DMH,1.405
2025-04-20,2,DRL,1.309
2025-04-20,2,DRH,1.257
2025-04-20,3,DCL,2.972
2025-04-20,3,DCH,0.745
2025-04-20,3,DML,1.839
2025-04-20,3,DMH,2.176
2025-04-20,3,DRL,4.648
2025-04-20,3,DRH,4.463
2025-04-20,4,DCL,4.388
2025-04-20,4,DCH,0.59
2025-04-20,4,DML,3.155
2025-04-20,4,DMH,1.683
2025-04-20,4,DRL,4.335
2025-04-20,4,DRH,0.706
2025-04-20,5,DCL,4.466
2025-04-20,5,DCH,1.95
2025-04-20,5,DML,3.24
2025-04-20,5,DMH,0.776
2025-04-20,5,DRL,4.523
2025-04-20,5,DRH,2.754
2025-04-20,6,DCL,2.239
2025-04-20,6,DCH,0.887
2025-04-20,6,DML,2.078
2025-04-20,6,DMH,2.969
2025-04-20,6,DRL,2.94
2025-04-20,6,DRH,2.574
2025-04-21,1,DCL,3.064
2025-04-21,1,DCH,0.867
2025-04-21,1,DML,2.023
2025-04-21,1,DMH,0.598
2025-04-21,1,DRL,10.02
2025-04-21,1,DRH,1.64
2025-04-21,2,DCL,3.826
2025-04-21,2,DCH,0.589
2025-04-21,2,DML,1.468
2025-04-21,2,DMH,0.304
2025-04-21,2,DRL,2.114
2025-04-21,2,DRH,1.112
2025-04-21,3,DCL,1.628
2025-04-21,3,DCH,0.755
2025-04-21,3,DML,0.949
2025-04-21,3,DMH,0.952
2025-04-21,3,DRL,3.954
2025-04-21,3,DRH,2.48
2025-04-21,4,DCL,2.065
2025-04-21,4,DCH,1.041
2025-04-21,4,DML,2.505
2025-04-21,4,DMH,0.921
2025-04-21,4,DRL,3.723
2025-04-21,4,DRH,1.101
2025-04-21,5,DCL,4.957
2025-04-21,5,DCH,1.472
2025-04-21,5,DML,5.454
2025-04-21,5,DMH,1.859
2025-04-21,5,DRL,5.025
2025-04-21,5,DRH,4.292
2025-04-21,6,DCL,1.487
2025-04-21,6,DCH,1.318
2025-04-21,6,DML,6.133
2025-04-21,6,DMH,0.8
2025-04-21,6,DRL,2.864
2025-04-21,6,DRH,0.633
2025-04-22,1,DCL,1.765
2025-04-22,1,DCH,2.389
2025-04-22,1,DML,1.25
2025-04-22,1,DMH,0.725
2025-04-22,1,DRL,2.128
2025-04-22,1,DRH,0.941
2025-04-22,2,DCL,2.07
2025-04-22,2,DCH,0.83
2025-04-22,2,DML,1.026
2025-04-22,2,DMH,0.849
2025-04-22,2,DRL,1.863
2025-04-22,2,DRH,1.273
2025-04-22,3,DCL,7.348
2025-04-22,3,DCH,1.86
2025-04-22,3,DML,2.299
2025-04-22,3,DMH,0.616
2025-04-22,3,DRL,2.533
2025-04-22,3,DRH,0.641
2025-04-22,4,DCL,4.418
2025-04-22,4,DCH,0.384
2025-04-22,4,DML,2.498
2025-04-22,4,DMH,2.761
2025-04-22,4,DRL,3.204
2025-04-22,4,DRH,0.498
2025-04-22,5,DCL,5.21
2025-04-22,5,DCH,3.241
2025-04-22,5,DML,2.426
2025-04-22,5,DMH,1.518
2025-04-22,5,DRL,16.654
2025-04-22,5,DRH,3.529
2025-04-22,6,DCL,5.083
2025-04-22,6,DCH,1.721
2025-04-22,6,DML,1.059
2025-04-22,6,DMH,1.899
2025-04-22,6,DRL,3.582
2025-04-22,6,DRH,0.998
2025-04-23,1,DCL,1.768
2025-04-23,1,DCH,0.75
2025-04-23,1,DML,1.508
2025-04-23,1,DMH,0.707
2025-04-23,1,DRL,4.157
2025-04-23,1,DRH,0.764
2025-04-23,2,DCL,1.941
2025-04-23,2,DCH,0.55
2025-04-23,2,DML,2.182
2025-04-23,2,DMH,0.967
2025-04-23,2,DRL,9.119
2025-04-23,2,DRH,0.632
2025-04-23,3,DCL,1.305
2025-04-23,3,DCH,1.266
2025-04-23,3,DML,1.847
2025-04-23,3,DMH,1.495
2025-04-23,3,DRL,5.097
2025-04-23,3,DRH,2.517
2025-04-23,4,DCL,3.91
2025-04-23,4,DCH,0.599
2025-04-23,4,DML,2.309
2025-04-23,4,DMH,0.64
2025-04-23,4,DRL,1.972
2025-04-23,4,DRH,1.013
2025-04-23,5,DCL,6.964
2025-04-23,5,DCH,3.944
2025-04-23,5,DML,3.356
2025-04-23,5,DMH,1.361
2025-04-23,5,DRL,10.902
2025-04-23,5,DRH,5.147
2025-04-23,6,DCL,1.543
2025-04-23,6,DCH,0.983
2025-04-23,6,DML,5.078
2025-04-23,6,DMH,1.341
2025-04-23,6,DRL,4.445
2025-04-23,6,DRH,2.138
2025-04-24,1,DCL,2.838
2025-04-24,1,DCH,0.867
2025-04-24,1,DML,2.557
2025-04-24,1,DMH,0.887
2025-04-24,1,DRL,6.003
2025-04-24,1,DRH,1.381
2025-04-24,2,DCL,4.665
2025-04-24,2,DCH,0.697
2025-04-24,2,DML,1.186
2025-04-24,2,DMH,0.658
2025-04-24,2,DRL,1.244
2025-04-24,2,DRH,3.658
2025-04-24,3,DCL,2.48
2025-04-24,3,DCH,1.643
2025-04-24,3,DML,1.721
2025-04-24,3,DMH,0.683
2025-04-24,3,DRL,5.774
2025-04-24,3,DRH,3.156
2025-04-24,4,DCL,1.64
2025-04-24,4,DCH,0.812
2025-04-24,4,DML,1.33
2025-04-24,4,DMH,1.504
2025-04-24,4,DRL,5.527
2025-04-24,4,DRH,1.368
2025-04-24,5,DCL,8.657
2025-04-24,5,DCH,0.997
2025-04-24,5,DML,6.911
2025-04-24,5,DMH,6.145
2025-04-24,5,DRL,5.217
2025-04-24,5,DRH,4.861
2025-04-24,6,DCL,1.673
2025-04-24,6,DCH,1.197
2025-04-24,6,DML,1.696
2025-04-24,6,DMH,0.67
2025-04-24,6,DRL,2.442
2025-04-24,6,DRH,2.107
2025-04-25,1,DCL,2.186
2025-04-25,1,DCH,0.944
2025-04-25,1,DML,1.068
2025-04-25,1,DMH,1.018
2025-04-25,1,DRL,2.707
2025-04-25,1,DRH,1.497
2025-04-25,2,DCL,1.243
2025-04-25,2,DCH,0.567
2025-04-25,2,DML,0.67
2025-04-25,2,DMH,0.949
2025-04-25,2,DRL,3.722
2025-04-25,2,DRH,1.286
2025-04-25,3,DCL,3.062
2025-04-25,3,DCH,0.353
2025-04-25,3,DML,1.099
2025-04-25,3,DMH,1.009
2025-04-25,3,DRL,3.323
2025-04-25,3,DRH,1.431
2025-04-25,4,DCL,1.79
2025-04-25,4,DCH,1.143
2025-04-25,4,DML,1.81
2025-04-25,4,DMH,1.294
2025-04-25,4,DRL,3.509
2025-04-25,4,DRH,1.548
2025-04-25,5,DCL,9.411
2025-04-25,5,DCH,0.911
2025-04-25,5,DML,3.736
2025-04-25,5,DMH,1.372
2025-04-25,5,DRL,4.72
2025-04-25,5,DRH,3.796
2025-04-25,6,DCL,2.304
2025-04-25,6,DCH,1.309
2025-04-25,6,DML,1.908
2025-04-25,6,DMH,0.253
2025-04-25,6,DRL,5.462
2025-04-25,6,DRH,2.814
2025-04-26,1,DCL,1.541
2025-04-26,1,DCH,1.591
2025-04-26,1,DML,1.166
2025-04-26,1,DMH,0.609
2025-04-26,1,DRL,2.09
2025-04-26,1,DRH,2.552
2025-04-26,2,DCL,4.599
2025-04-26,2,DCH,1.295
2025-04-26,2,DML,4.418
2025-04-26,2,DMH,0.307
2025-04-26,2,DRL,2.805
2025-04-26,2,DRH,0.51
2025-04-26,3,DCL,1.993
2025-04-26,3,DCH,0.726
2025-04-26,3,DML,1.442
2025-04-26,3,DMH,0.22
2025-04-26,3,DRL,3.145
2025-04-26,3,DRH,1.75
2025-04-26,4,DCL,4.189
2025-04-26,4,DCH,1.544
2025-04-26,4,DML,4.129
2025-04-26,4,DMH,1.838
2025-04-26,4,DRL,12.18
2025-04-26,4,DRH,1.49
2025-04-26,5,DCL,2.19
2025-04-26,5,DCH,1.008
2025-04-26,5,DML,3.35
2025-04-26,5,DMH,1.709
2025-04-26,5,DRL,15.473
2025-04-26,5,DRH,1.61
2025-04-26,6,DCL,4.033
2025-04-26,6,DCH,1.038
2025-04-26,6,DML,1.146
2025-04-26,6,DMH,0.922
2025-04-26,6,DRL,5.033
2025-04-26,6,DRH,0.941
2025-04-27,1,DCL,1.243
2025-04-27,1,DCH,0.585
2025-04-27,1,DML,0.901
2025-04-27,1,DMH,0.694
2025-04-27,1,DRL,1.863
2025-04-27,1,DRH,2.033
2025-04-27,2,DCL,1.31
2025-04-27,2,DCH,1.223
2025-04-27,2,DML,1.793
2025-04-27,2,DMH,1.136
2025-04-27,2,DRL,2.682
2025-04-27,2,DRH,2.164
2025-04-27,3,DCL,1.569
2025-04-27,3,DCH,0.742
2025-04-27,3,DML,0.804
2025-04-27,3,DMH,0.743
2025-04-27,3,DRL,3.169
2025-04-27,3,DRH,1.927
2025-04-27,4,DCL,2.563
2025-04-27,4,DCH,1.203
2025-04-27,4,DML,5.486
2025-04-27,4,DMH,0.921
2025-04-27,4,DRL,1.863
2025-04-27,4,DRH,2.433
2025-04-27,5,DCL,7.776
2025-04-27,5,DCH,0.624
2025-04-27,5,DML,3.329
2025-04-27,5,DMH,1.092
2025-04-27,5,DRL,11.467
2025-04-27,5,DRH,2.908
2025-04-27,6,DCL,2.791
2025-04-27,6,DCH,1.985
2025-04-27,6,DML,6.948
2025-04-27,6,DMH,0.431
2025-04-27,6,DRL,4.985
2025-04-27,6,DRH,5.682
2025-04-28,1,DCL,2.303
2025-04-28,1,DCH,0.63
2025-04-28,1,DML,2.827
2025-04-28,1,DMH,0.665
2025-04-28,1,DRL,5.21
2025-04-28,1,DRH,1.712
2025-04-28,2,DCL,1.424
2025-04-28,2,DCH,0.37
2025-04-28,2,DML,1.449
2025-04-28,2,DMH,0.462
2025-04-28,2,DRL,2.564
2025-04-28,2,DRH,0.97
2025-04-28,3,DCL,2.752
2025-04-28,3,DCH,0.733
2025-04-28,3,DML,1.731
2025-04-28,3,DMH,1.136
2025-04-28,3,DRL,5.365
2025-04-28,3,DRH,3.009
2025-04-28,4,DCL,3.581
2025-04-28,4,DCH,0.622
2025-04-28,4,DML,1.144
2025-04-28,4,DMH,0.513
2025-04-28,4,DRL,2.504
2025-04-28,4,DRH,1.777
2025-04-28,5,DCL,9.869
2025-04-28,5,DCH,1.79
2025-04-28,5,DML,3.259
2025-04-28,5,DMH,2.383
2025-04-28,5,DRL,7.696
2025-04-28,5,DRH,1.007
2025-04-28,6,DCL,3.639
2025-04-28,6,DCH,1.247
2025-04-28,6,DML,2.415
2025-04-28,6,DMH,1.827
2025-04-28,6,DRL,1.642
2025-04-28,6,DRH,2.398
2025-04-29,1,DCL,2.082
2025-04-29,1,DCH,2.131
2025-04-29,1,DML,1.108
2025-04-29,1,DMH,1.652
2025-04-29,1,DRL,2.672
2025-04-29,1,DRH,2.988
2025-04-29,2,DCL,2.73
2025-04-29,2,DCH,0.512
2025-04-29,2,DML,1.723
2025-04-29,2,DMH,0.483
2025-04-29,2,DRL,5.249
2025-04-29,2,DRH,1.469
2025-04-29,3,DCL,1.195
2025-04-29,3,DCH,1.386
2025-04-29,3,DML,3.835
2025-04-29,3,DMH,0.348
2025-04-29,3,DRL,3.186
2025-04-29,3,DRH,1.411
2025-04-29,4,DCL,3.669
2025-04-29,4,DCH,2.157
2025-04-29,4,DML,1.649
2025-04-29,4,DMH,1.448
2025-04-29,4,DRL,1.107
2025-04-29,4,DRH,3.559
2025-04-29,5,DCL,3.975
2025-04-29,5,DCH,3.19
2025-04-29,5,DML,3.221
2025-04-29,5,DMH,1.392
2025-04-29,5,DRL,9.335
2025-04-29,5,DRH,2.156
2025-04-29,6,DCL,1.835
2025-04-29,6,DCH,0.428
2025-04-29,6,DML,4.805
2025-04-29,6,DMH,0.663
2025-04-29,6,DRL,3.508
2025-04-29,6,DRH,4.08
2025-04-30,1,DCL,1.966
2025-04-30,1,DCH,1.68
2025-04-30,1,DML,1.42
2025-04-30,1,DMH,0.886
2025-04-30,1,DRL,2.154
2025-04-30,1,DRH,1.344
2025-04-30,2,DCL,1.698
2025-04-30,2,DCH,0.335
2025-04-30,2,DML,1.977
2025-04-30,2,DMH,0.906
2025-04-30,2,DRL,7.727
2025-04-30,2,DRH,1.197
2025-04-30,3,DCL,2.981
2025-04-30,3,DCH,1.0
2025-04-30,3,DML,2.841
2025-04-30,3,DMH,0.816
2025-04-30,3,DRL,1.69
2025-04-30,3,DRH,0.72
2025-04-30,4,DCL,3.848
2025-04-30,4,DCH,1.3
2025-04-30,4,DML,1.505
2025-04-30,4,DMH,0.568
2025-04-30,4,DRL,2.925
2025-04-30,4,DRH,1.111
2025-04-30,5,DCL,2.616
2025-04-30,5,DCH,1.669
2025-04-30,5,DML,2.906
2025-04-30,5,DMH,1.368
2025-04-30,5,DRL,4.398
2025-04-30,5,DRH,1.504
2025-04-30,6,DCL,2.547
2025-04-30,6,DCH,1.488
2025-04-30,6,DML,1.591
2025-04-30,6,DMH,0.601
2025-04-30,6,DRL,2.522
2025-04-30,6,DRH,1.329
2025-05-01,1,DCL,2.227
2025-05-01,1,DCH,2.001
2025-05-01,1,DML,0.822
2025-05-01,1,DMH,1.04
2025-05-01,1,DRL,1.825
2025-05-01,1,DRH,0.983
2025-05-01,2,DCL,1.748
2025-05-01,2,DCH,1.193
2025-05-01,2,DML,1.245
2025-05-01,2,DMH,0.804
2025-05-01,2,DRL,2.753
2025-05-01,2,DRH,1.228
2025-05-01,3,DCL,1.856
2025-05-01,3,DCH,0.9
2025-05-01,3,DML,2.197
2025-05-01,3,DMH,1.106
2025-05-01,3,DRL,2.612
2025-05-01,3,DRH,3.353
2025-05-01,4,DCL,2.676
2025-05-01,4,DCH,0.632
2025-05-01,4,DML,1.276
2025-05-01,4,DMH,1.372
2025-05-01,4,DRL,5.541
2025-05-01,4,DRH,1.22
2025-05-01,5,DCL,4.26
2025-05-01,5,DCH,2.736
2025-05-01,5,DML,6.012
2025-05-01,5,DMH,3.13
2025-05-01,5,DRL,10.246
2025-05-01,5,DRH,6.266
2025-05-01,6,DCL,4.821
2025-05-01,6,DCH,2.547
2025-05-01,6,DML,2.854
2025-05-01,6,DMH,0.37
2025-05-01,6,DRL,2.439
2025-05-01,6,DRH,2.218
2025-05-02,1,DCL,1.931
2025-05-02,1,DCH,1.005
2025-05-02,1,DML,3.524
2025-05-02,1,DMH,1.355
2025-05-02,1,DRL,3.149
2025-05-02,1,DRH,0.852
2025-05-02,2,DCL,3.098
2025-05-02,2,DCH,0.751
2025-05-02,2,DML,1.91
2025-05-02,2,DMH,1.468
2025-05-02,2,DRL,0.911
2025-05-02,2,DRH,1.138
2025-05-02,3,DCL,1.333
2025-05-02,3,DCH,1.19
2025-05-02,3,DML,1.227
2025-05-02,3,DMH,1.212
2025-05-02,3,DRL,1.651
2025-05-02,3,DRH,1.138
2025-05-02,4,DCL,4.358
2025-05-02,4,DCH,0.626
2025-05-02,4,DML,2.076
2025-05-02,4,DMH,0.689
2025-05-02,4,DRL,3.254
2025-05-02,4,DRH,2.517
2025-05-02,5,DCL,2.412
2025-05-02,5,DCH,3.593
2025-05-02,5,DML,2.113
2025-05-02,5,DMH,4.138
2025-05-02,5,DRL,3.716
2025-05-02,5,DRH,3.507
2025-05-02,6,DCL,2.132
2025-05-02,6,DCH,0.805
2025-05-02,6,DML,3.992
2025-05-02,6,DMH,1.707
2025-05-02,6,DRL,7.361
2025-05-02,6,DRH,1.247
2025-05-03,1,DCL,2.767
2025-05-03,1,DCH,0.376
2025-05-03,1,DML,2.906
2025-05-03,1,DMH,0.411
2025-05-03,1,DRL,3.43
2025-05-03,1,DRH,0.741
2025-05-03,2,DCL,2.437
2025-05-03,2,DCH,3.019
2025-05-03,2,DML,2.276
2025-05-03,2,DMH,1.171
2025-05-03,2,DRL,1.02
2025-05-03,2,DRH,0.44
2025-05-03,3,DCL,2.273
2025-05-03,3,DCH,0.921
2025-05-03,3,DML,2.526
2025-05-03,3,DMH,3.25
2025-05-03,3,DRL,6.099
2025-05-03,3,DRH,3.831
2025-05-03,4,DCL,1.922
2025-05-03,4,DCH,0.875
2025-05-03,4,DML,1.671
2025-05-03,4,DMH,1.36
2025-05-03,4,DRL,4.32
2025-05-03,4,DRH,3.401
2025-05-03,5,DCL,5.343
2025-05-03,5,DCH,1.255
2025-05-03,5,DML,2.855
2025-05-03,5,DMH,1.17
2025-05-03,5,DRL,3.68
2025-05-03,5,DRH,2.403
2025-05-03,6,DCL,1.839
2025-05-03,6,DCH,3.345
2025-05-03,6,DML,0.67
2025-05-03,6,DMH,1.027
2025-05-03,6,DRL,2.644
2025-05-03,6,DRH,4.056
2025-05-04,1,DCL,1.54
2025-05-04,1,DCH,1.428
2025-05-04,1,DML,0.734
2025-05-04,1,DMH,2.46
2025-05-04,1,DRL,2.767
2025-05-04,1,DRH,0.668
2025-05-04,2,DCL,1.439
2025-05-04,2,DCH,0.514
2025-05-04,2,DML,1.108
2025-05-04,2,DMH,0.442
2025-05-04,2,DRL,2.502
2025-05-04,2,DRH,1.817
2025-05-04,3,DCL,1.733
2025-05-04,3,DCH,1.482
2025-05-04,3,DML,1.193
2025-05-04,3,DMH,0.626
2025-05-04,3,DRL,2.644
2025-05-04,3,DRH,1.879
2025-05-04,4,DCL,2.32
2025-05-04,4,DCH,1.542
2025-05-04,4,DML,2.1
2025-05-04,4,DMH,2.221
2025-05-04,4,DRL,3.734
2025-05-04,4,DRH,0.905
2025-05-04,5,DCL,4.557
2025-05-04,5,DCH,1.058
2025-05-04,5,DML,4.948
2025-05-04,5,DMH,2.034
2025-05-04,5,DRL,5.627
2025-05-04,5,DRH,3.356
2025-05-04,6,DCL,1.65
2025-05-04,6,DCH,0.721
2025-05-04,6,DML,4.359
2025-05-04,6,DMH,1.314
2025-05-04,6,DRL,6.263
2025-05-04,6,DRH,2.362
2025-05-05,1,DCL,1.109
2025-05-05,1,DCH,0.613
2025-05-05,1,DML,1.142
2025-05-05,1,DMH,0.502
2025-05-05,1,DRL,2.564
2025-05-05,1,DRH,0.759
2025-05-05,2,DCL,1.708
2025-05-05,2,DCH,0.452
