date,period,offer_gbp_mwh,bid_gbp_mwh
2025-04-03,25,134.23,0.49
2025-04-03,26,131.74,32.01
2025-04-03,27,147.43,-2.09
2025-04-03,28,110.24,33.24
2025-04-03,29,160.04,10.42
2025-04-03,30,144.06,54.58
2025-04-03,31,153.19,35.84
2025-04-03,32,138.62,39.81
2025-04-03,33,138.48,43.62
2025-04-03,34,148.41,59.61
2025-04-03,35,153.43,92.94
2025-04-03,36,152.49,79.49
2025-04-03,37,180.79,52.09
2025-04-03,38,179.95,73.37
2025-04-03,39,161.3,29.42
2025-04-03,40,149.31,55.14
2025-04-03,41,110.91,29.7
2025-04-03,42,125.37,28.9
2025-04-03,43,112.01,32.55
2025-04-03,44,107.95,6.8
2025-04-03,45,116.17,-6.74
2025-04-03,46,110.65,-14.33
2025-04-03,47,131.46,-4.92
2025-04-03,48,98.84,-13.67
2025-04-04,1,119.19,-17.66
2025-04-04,2,85.79,2.71
2025-04-04,3,98.88,-15.01
2025-04-04,4,110.79,0.25
2025-04-04,5,98.83,16.77
2025-04-04,6,88.36,6.64
2025-04-04,7,87.27,-16.96
2025-04-04,8,124.45,-13.84
2025-04-04,9,117.42,0.97
2025-04-04,10,78.04,1.11
2025-04-04,11,106.23,26.12
2025-04-04,12,112.59,-20.72
2025-04-04,13,93.79,16.25
2025-04-04,14,118.26,4.75
2025-04-04,15,101.99,13.67
2025-04-04,16,113.86,2.77
2025-04-04,17,97.06,35.73
2025-04-04,18,118.33,5.92
2025-04-04,19,152.47,32.38
2025-04-04,20,103.97,15.42
2025-04-04,21,153.29,15.22
2025-04-04,22,147.45,-4.81
2025-04-04,23,127.7,40.67
2025-04-04,24,139.41,23.31
2025-04-04,25,145.65,64.02
2025-04-04,26,125.67,7.47
2025-04-04,27,151.97,13.41
2025-04-04,28,149.37,21.41
2025-04-04,29,147.45,21.2
2025-04-04,30,153.41,58.75
2025-04-04,31,124.44,23.79
2025-04-04,32,162.28,69.12
2025-04-04,33,137.53,39.3
2025-04-04,34,151.78,61.75
2025-04-04,35,178.58,60.47
2025-04-04,36,171.8,92.8
2025-04-04,37,181.55,55.96
2025-04-04,38,174.02,79.09
2025-04-04,39,154.73,23.92
2025-04-04,40,166.86,58.84
2025-04-04,41,153.95,63.59
2025-04-04,42,124.15,46.32
2025-04-04,43,142.94,16.69
2025-04-04,44,93.99,-6.18
2025-04-04,45,100.97,35.06
2025-04-04,46,103.84,-8.64
2025-04-04,47,104.22,-3.7
2025-04-04,48,78.77,22.91
2025-04-05,1,117.27,5.55
2025-04-05,2,103.39,-39.08
2025-04-05,3,72.52,-14.65
2025-04-05,4,83.03,18.21
2025-04-05,5,119.12,-32.48
2025-04-05,6,112.83,4.7
2025-04-05,7,89.2,-25.18
2025-04-05,8,80.77,-24.79
2025-04-05,9,96.15,-7.98
2025-04-05,10,88.22,-38.96
2025-04-05,11,113.51,-31.57
2025-04-05,12,104.99,-2.41
2025-04-05,13,78.18,-13.44
2025-04-05,14,105.0,-21.73
2025-04-05,15,85.65,12.13
2025-04-05,16,86.76,38.34
2025-04-05,17,101.02,-9.51
2025-04-05,18,113.05,28.07
2025-04-05,19,88.9,24.36
2025-04-05,20,109.97,-25.48
2025-04-05,21,91.39,22.72
2025-04-05,22,126.44,33.65
2025-04-05,23,93.46,-18.0
2025-04-05,24,112.51,30.22
2025-04-05,25,148.66,41.25
2025-04-05,26,126.01,23.54
2025-04-05,27,129.4,33.5
2025-04-05,28,141.9,13.82
2025-04-05,29,103.81,29.43
2025-04-05,30,157.02,23.23
2025-04-05,31,129.25,35.0
2025-04-05,32,114.59,32.64
2025-04-05,33,168.27,10.6
2025-04-05,34,122.83,76.42
2025-04-05,35,170.88,64.77
2025-04-05,36,147.52,49.2
2025-04-05,37,129.25,36.74
2025-04-05,38,165.65,63.43
2025-04-05,39,138.56,39.28
2025-04-05,40,123.2,42.35
2025-04-05,41,130.13,9.01
2025-04-05,42,100.49,6.99
2025-04-05,43,114.61,18.27
2025-04-05,44,121.79,5.79
2025-04-05,45,73.37,15.59
2025-04-05,46,97.66,40.69
2025-04-05,47,107.98,-2.61
2025-04-05,48,99.2,10.73
2025-04-06,1,110.93,14.34
2025-04-06,2,114.64,-8.19
2025-04-06,3,93.5,-19.66
2025-04-06,4,78.77,-5.09
2025-04-06,5,102.49,-39.06
2025-04-06,6,73.03,-23.81
2025-04-06,7,70.01,-41.28
2025-04-06,8,79.95,7.75
2025-04-06,9,122.78,8.87
2025-04-06,10,72.74,5.99
2025-04-06,11,70.51,-1.26
2025-04-06,12,108.31,-22.31
2025-04-06,13,79.05,-32.42
2025-04-06,14,118.32,-5.13
2025-04-06,15,125.12,-5.98
2025-04-06,16,108.18,8.02
2025-04-06,17,103.81,-20.71
2025-04-06,18,121.71,7.71
2025-04-06,19,115.56,16.22
2025-04-06,20,125.18,22.32
2025-04-06,21,131.91,33.62
2025-04-06,22,109.02,40.23
2025-04-06,23,120.61,22.79
2025-04-06,24,128.06,10.42
2025-04-06,25,100.13,12.56
2025-04-06,26,126.62,-13.08
2025-04-06,27,128.65,-8.21
2025-04-06,28,147.85,-10.06
2025-04-06,29,145.98,50.66
2025-04-06,30,129.42,-1.27
2025-04-06,31,155.03,33.4
2025-04-06,32,145.52,33.88
2025-04-06,33,136.5,35.15
2025-04-06,34,162.67,34.01
2025-04-06,35,137.84,72.24
2025-04-06,36,161.38,49.66
2025-04-06,37,169.52,19.81
2025-04-06,38,166.63,22.22
2025-04-06,39,137.52,47.7
2025-04-06,40,131.76,19.61
2025-04-06,41,142.32,31.78
2025-04-06,42,98.34,-11.2
2025-04-06,43,100.29,30.68
2025-04-06,44,106.84,25.38
2025-04-06,45,79.94,-16.6
2025-04-06,46,117.13,-15.87
2025-04-06,47,78.51,16.14
2025-04-06,48,122.74,1.41
2025-04-07,1,88.57,13.77
2025-04-07,2,87.96,25.27
2025-04-07,3,125.47,-29.44
2025-04-07,4,97.65,-4.49
2025-04-07,5,77.7,17.18
2025-04-07,6,116.46,9.78
2025-04-07,7,65.9,-19.89
2025-04-07,8,124.84,22.2
2025-04-07,9,123.65,23.84
2025-04-07,10,95.57,7.9
2025-04-07,11,75.61,15.22
2025-04-07,12,123.4,9.69
2025-04-07,13,126.41,-20.02
2025-04-07,14,116.18,6.64
2025-04-07,15,129.18,0.47
2025-04-07,16,139.94,-0.08
2025-04-07,17,122.92,22.42
2025-04-07,18,142.83,-4.65
2025-04-07,19,127.81,14.44
2025-04-07,20,140.33,5.25
2025-04-07,21,148.09,-0.55
2025-04-07,22,146.61,55.78
2025-04-07,23,152.86,59.64
2025-04-07,24,110.35,22.25
2025-04-07,25,130.49,13.68
2025-04-07,26,149.66,3.9
2025-04-07,27,123.76,6.21
2025-04-07,28,123.0,22.83
2025-04-07,29,130.57,13.34
2025-04-07,30,153.05,34.07
2025-04-07,31,160.8,74.58
2025-04-07,32,165.63,63.62
2025-04-07,33,158.27,74.25
2025-04-07,34,148.19,46.55
2025-04-07,35,173.13,46.63
2025-04-07,36,154.05,71.77
2025-04-07,37,146.65,49.89
2025-04-07,38,131.92,32.61
2025-04-07,39,139.54,55.28
2025-04-07,40,119.48,52.02
2025-04-07,41,123.88,37.5
2025-04-07,42,136.79,16.15
2025-04-07,43,101.69,17.92
2025-04-07,44,107.54,-3.68
2025-04-07,45,130.03,18.56
2025-04-07,46,125.89,5.83
2025-04-07,47,117.39,-5.15
2025-04-07,48,106.42,2.54
2025-04-08,1,102.29,17.79
2025-04-08,2,115.9,-17.42
2025-04-08,3,72.75,12.14
2025-04-08,4,122.21,10.61
2025-04-08,5,108.56,22.75
2025-04-08,6,89.61,-3.44
2025-04-08,7,88.89,-19.64
2025-04-08,8,71.22,-4.33
2025-04-08,9,110.14,-6.68
2025-04-08,10,112.58,-11.67
2025-04-08,11,113.24,16.76
2025-04-08,12,111.78,-29.3
2025-04-08,13,100.18,-13.89
2025-04-08,14,82.46,23.93
2025-04-08,15,97.6,-8.65
2025-04-08,16,120.73,21.7
2025-04-08,17,128.27,44.75
2025-04-08,18,112.79,16.15
2025-04-08,19,151.75,41.15
2025-04-08,20,101.79,24.43
2025-04-08,21,118.01,55.85
2025-04-08,22,129.03,51.5
2025-04-08,23,117.39,34.36
2025-04-08,24,104.38,27.13
2025-04-08,25,111.95,61.03
2025-04-08,26,107.84,36.18
2025-04-08,27,115.28,29.82
2025-04-08,28,114.55,63.82
2025-04-08,29,112.22,4.64
2025-04-08,30,113.81,52.72
2025-04-08,31,134.23,33.38
2025-04-08,32,126.38,41.03
2025-04-08,33,175.5,36.2
2025-04-08,34,158.06,47.17
2025-04-08,35,151.08,54.31
2025-04-08,36,180.1,55.5
2025-04-08,37,161.49,38.96
2025-04-08,38,167.45,58.93
2025-04-08,39,129.12,69.97
2025-04-08,40,147.8,17.35
2025-04-08,41,149.46,40.29
2025-04-08,42,159.32,36.18
2025-04-08,43,108.76,34.52
2025-04-08,44,97.93,44.95
2025-04-08,45,129.65,3.41
2025-04-08,46,107.03,8.13
2025-04-08,47,97.99,-30.18
2025-04-08,48,94.15,16.91
2025-04-09,1,85.79,15.14
2025-04-09,2,107.1,-6.64
2025-04-09,3,118.07,11.22
2025-04-09,4,109.85,-19.17
2025-04-09,5,96.08,-18.19
2025-04-09,6,106.53,13.68
2025-04-09,7,119.94,11.74
2025-04-09,8,88.25,7.89
2025-04-09,9,96.98,18.98
2025-04-09,10,105.16,17.28
2025-04-09,11,105.38,29.88
2025-04-09,12,106.81,9.98
2025-04-09,13,123.75,-1.55
2025-04-09,14,133.87,10.21
2025-04-09,15,99.47,4.59
2025-04-09,16,121.0,15.31
2025-04-09,17,140.65,-0.51
2025-04-09,18,100.12,35.9
2025-04-09,19,131.03,39.53
2025-04-09,20,131.21,13.28
2025-04-09,21,130.61,-8.12
2025-04-09,22,106.17,24.18
2025-04-09,23,132.65,43.85
2025-04-09,24,119.79,-3.87
2025-04-09,25,106.87,-0.82
2025-04-09,26,104.4,48.02
2025-04-09,27,154.39,19.93
2025-04-09,28,154.05,30.94
2025-04-09,29,130.28,44.49
2025-04-09,30,143.55,10.12
2025-04-09,31,147.82,36.65
2025-04-09,32,130.82,29.01
2025-04-09,33,149.3,40.97
2025-04-09,34,153.47,51.57
2025-04-09,35,149.57,73.55
2025-04-09,36,153.93,76.23
2025-04-09,37,157.08,47.58
2025-04-09,38,175.97,50.73
2025-04-09,39,139.29,29.59
2025-04-09,40,145.53,62.8
2025-04-09,41,106.2,41.77
2025-04-09,42,101.65,41.99
2025-04-09,43,120.43,-17.68
2025-04-09,44,92.94,9.46
2025-04-09,45,129.19,29.48
2025-04-09,46,111.71,-13.11
2025-04-09,47,105.32,22.43
2025-04-09,48,109.12,9.01
2025-04-10,1,121.31,-14.43
2025-04-10,2,123.32,-5.09
2025-04-10,3,98.79,16.6
2025-04-10,4,72.02,0.64
2025-04-10,5,65.57,-4.93
2025-04-10,6,94.89,19.93
2025-04-10,7,97.6,-23.39
2025-04-10,8,60.69,-20.76
2025-04-10,9,102.27,16.63
2025-04-10,10,89.97,-1.94
2025-04-10,11,110.78,22.7
2025-04-10,12,126.19,30.17
2025-04-10,13,108.7,4.75
2025-04-10,14,125.2,30.89
2025-04-10,15,118.81,-4.74
2025-04-10,16,130.47,9.63
2025-04-10,17,114.09,41.78
2025-04-10,18,146.16,35.13
2025-04-10,19,145.21,10.14
2025-04-10,20,136.47,-4.25
2025-04-10,21,117.5,22.96
2025-04-10,22,93.58,10.34
2025-04-10,23,146.78,40.28
2025-04-10,24,144.99,3.4
2025-04-10,25,133.09,2.31
2025-04-10,26,114.73,27.07
2025-04-10,27,120.01,40.62
2025-04-10,28,148.54,52.92
2025-04-10,29,136.92,41.49
2025-04-10,30,125.56,37.23
2025-04-10,31,158.72,39.32
2025-04-10,32,160.56,28.47
2025-04-10,33,131.88,70.92
2025-04-10,34,149.16,49.28
2025-04-10,35,154.74,55.15
2025-04-10,36,134.55,30.15
2025-04-10,37,185.98,57.58
2025-04-10,38,135.89,62.53
2025-04-10,39,126.39,20.48
2025-04-10,40,151.88,50.15
2025-04-10,41,144.67,4.94
2025-04-10,42,101.78,7.51
2025-04-10,43,84.76,26.27
2025-04-10,44,132.48,30.23
2025-04-10,45,107.01,36.02
2025-04-10,46,123.13,0.11
2025-04-10,47,89.9,11.46
2025-04-10,48,90.38,-25.24
2025-04-11,1,120.35,-13.73
2025-04-11,2,111.5,20.24
2025-04-11,3,90.04,11.25
2025-04-11,4,104.3,-1.27
2025-04-11,5,127.49,-19.69
2025-04-11,6,116.38,0.49
2025-04-11,7,90.59,5.22
2025-04-11,8,99.95,3.49
2025-04-11,9,86.18,-2.61
2025-04-11,10,119.38,22.49
2025-04-11,11,132.55,-15.19
2025-04-11,12,81.31,20.41
2025-04-11,13,87.66,0.69
2025-04-11,14,88.35,24.57
2025-04-11,15,110.24,7.1
2025-04-11,16,100.62,16.7
2025-04-11,17,135.5,43.48
2025-04-11,18,145.3,-4.17
2025-04-11,19,131.83,43.53
2025-04-11,20,116.34,-0.34
2025-04-11,21,143.79,31.79
2025-04-11,22,127.81,38.2
2025-04-11,23,147.06,31.76
2025-04-11,24,124.46,55.68
2025-04-11,25,107.4,45.76
2025-04-11,26,148.71,26.11
2025-04-11,27,143.62,48.72
2025-04-11,28,106.68,39.77
2025-04-11,29,136.03,6.02
2025-04-11,30,128.43,53.05
2025-04-11,31,164.76,14.57
2025-04-11,32,157.58,56.76
2025-04-11,33,127.87,72.58
2025-04-11,34,171.44,59.12
2025-04-11,35,158.06,57.67
2025-04-11,36,173.86,71.78
2025-04-11,37,161.54,35.85
2025-04-11,38,158.51,72.72
2025-04-11,39,121.18,64.07
2025-04-11,40,159.81,49.0
2025-04-11,41,128.19,18.9
2025-04-11,42,121.42,23.68
2025-04-11,43,104.78,1.81
2025-04-11,44,100.36,-13.27
2025-04-11,45,120.33,17.71
2025-04-11,46,111.95,-4.13
2025-04-11,47,128.11,-20.98
2025-04-11,48,112.05,-6.28
2025-04-12,1,68.56,10.74
2025-04-12,2,70.25,-18.15
2025-04-12,3,102.87,-34.01
2025-04-12,4,113.93,23.13
2025-04-12,5,119.81,22.39
2025-04-12,6,102.28,-24.75
2025-04-12,7,87.66,-36.1
2025-04-12,8,113.13,7.9
2025-04-12,9,83.14,-42.25
2025-04-12,10,113.7,-4.34
2025-04-12,11,69.61,-24.33
2025-04-12,12,93.06,9.39
2025-04-12,13,74.8,-16.86
2025-04-12,14,76.68,10.45
2025-04-12,15,86.83,-22.52
2025-04-12,16,119.34,16.73
2025-04-12,17,115.21,-10.71
2025-04-12,18,95.69,-4.71
2025-04-12,19,111.77,-19.62
2025-04-12,20,148.95,2.61
2025-04-12,21,112.38,-12.78
2025-04-12,22,118.23,-17.94
2025-04-12,23,130.66,-16.37
2025-04-12,24,104.7,-4.63
2025-04-12,25,95.18,37.25
2025-04-12,26,144.37,5.58
2025-04-12,27,114.99,0.73
2025-04-12,28,144.07,41.7
2025-04-12,29,136.39,41.0
2025-04-12,30,100.61,44.74
2025-04-12,31,101.45,26.72
2025-04-12,32,136.86,11.29
2025-04-12,33,158.66,41.68
2025-04-12,34,163.9,50.73
2025-04-12,35,151.35,35.18
2025-04-12,36,148.49,25.09
2025-04-12,37,160.28,26.56
2025-04-12,38,134.0,63.73
2025-04-12,39,147.23,12.75
2025-04-12,40,140.55,14.04
2025-04-12,41,103.78,-6.02
2025-04-12,42,94.5,14.3
2025-04-12,43,89.46,-11.28
2025-04-12,44,124.7,-24.18
2025-04-12,45,118.75,-29.25
2025-04-12,46,78.04,-28.35
2025-04-12,47,122.57,8.12
2025-04-12,48,119.72,-12.2
2025-04-13,1,69.94,-35.6
2025-04-13,2,86.99,-2.35
2025-04-13,3,91.36,-13.5
2025-04-13,4,104.8,-16.43
2025-04-13,5,96.76,4.84
2025-04-13,6,114.2,-29.82
2025-04-13,7,64.45,-0.71
2025-04-13,8,65.94,-15.58
2025-04-13,9,95.38,15.8
2025-04-13,10,87.64,-45.9
2025-04-13,11,71.28,-22.26
2025-04-13,12,111.33,-15.36
2025-04-13,13,76.02,-9.29
2025-04-13,14,116.55,-16.02
2025-04-13,15,98.42,2.48
2025-04-13,16,110.55,-7.64
2025-04-13,17,138.58,30.33
2025-04-13,18,101.49,18.34
2025-04-13,19,137.4,-9.87
2025-04-13,20,107.4,32.32
2025-04-13,21,95.02,13.94
2025-04-13,22,107.24,-13.43
2025-04-13,23,118.86,45.69
2025-04-13,24,134.81,25.63
2025-04-13,25,99.52,-4.18
2025-04-13,26,122.89,18.48
2025-04-13,27,142.05,0.42
2025-04-13,28,117.82,21.81
2025-04-13,29,132.07,27.1
2025-04-13,30,114.43,35.01
2025-04-13,31,117.14,8.06
2025-04-13,32,151.57,40.6
2025-04-13,33,156.83,44.83
2025-04-13,34,160.43,41.78
2025-04-13,35,152.82,70.83
2025-04-13,36,148.72,31.09
2025-04-13,37,151.52,10.07
2025-04-13,38,132.11,43.11
2025-04-13,39,143.79,24.59
2025-04-13,40,140.38,25.67
2025-04-13,41,114.61,26.96
2025-04-13,42,81.8,-18.44
2025-04-13,43,93.99,30.23
2025-04-13,44,93.99,27.87
2025-04-13,45,90.66,-1.88
2025-04-13,46,111.56,-14.26
2025-04-13,47,87.12,-10.74
2025-04-13,48,104.99,-3.14
2025-04-14,1,91.15,-35.86
2025-04-14,2,98.93,-20.42
2025-04-14,3,88.96,-17.02
2025-04-14,4,119.38,-3.5
2025-04-14,5,90.85,7.31
2025-04-14,6,70.39,17.37
2025-04-14,7,94.53,-19.49
2025-04-14,8,123.21,-7.49
2025-04-14,9,71.65,10.08
2025-04-14,10,96.69,-3.57
2025-04-14,11,73.28,-36.49
2025-04-14,12,117.93,9.45
2025-04-14,13,122.4,21.21
2025-04-14,14,133.92,16.15
2025-04-14,15,97.63,-2.86
2025-04-14,16,114.58,8.28
2025-04-14,17,113.92,7.82
2025-04-14,18,141.06,5.58
2025-04-14,19,95.72,22.18
2025-04-14,20,101.81,15.85
2025-04-14,21,111.63,23.83
2025-04-14,22,96.13,1.03
2025-04-14,23,99.81,6.65
2025-04-14,24,110.02,22.95
2025-04-14,25,137.73,44.98
2025-04-14,26,94.0,-7.78
2025-04-14,27,124.88,27.69
2025-04-14,28,139.51,48.2
2025-04-14,29,115.65,60.11
2025-04-14,30,162.1,19.0
2025-04-14,31,142.99,55.21
2025-04-14,32,162.54,47.04
2025-04-14,33,131.14,21.54
2025-04-14,34,182.12,95.72
2025-04-14,35,131.42,68.35
2025-04-14,36,176.28,88.6
2025-04-14,37,140.21,67.47
2025-04-14,38,129.5,64.9
2025-04-14,39,160.33,10.7
2025-04-14,40,123.75,36.99
2025-04-14,41,109.28,13.25
2025-04-14,42,101.45,32.17
2025-04-14,43,147.23,27.12
2025-04-14,44,103.0,-12.37
2025-04-14,45,113.5,20.72
2025-04-14,46,97.97,0.45
2025-04-14,47,111.82,2.84
2025-04-14,48,96.65,13.89
2025-04-15,1,111.47,-0.54
2025-04-15,2,100.76,26.01
2025-04-15,3,85.09,-23.94
2025-04-15,4,119.02,-5.32
2025-04-15,5,108.5,-1.6
2025-04-15,6,99.98,16.17
2025-04-15,7,77.41,-37.68
2025-04-15,8,124.89,4.19
2025-04-15,9,107.54,-30.91
2025-04-15,10,111.83,-27.9
2025-04-15,11,89.5,-23.16
2025-04-15,12,96.42,-26.53
2025-04-15,13,106.83,12.17
2025-04-15,14,131.95,-15.6
2025-04-15,15,128.46,16.76
2025-04-15,16,103.33,-12.07
2025-04-15,17,145.51,-6.17
2025-04-15,18,133.96,3.04
2025-04-15,19,131.84,30.44
2025-04-15,20,142.94,48.75
2025-04-15,21,144.9,-11.96
2025-04-15,22,95.99,32.05
2025-04-15,23,104.02,37.54
2025-04-15,24,147.71,27.93
2025-04-15,25,120.59,1.84
2025-04-15,26,143.17,28.76
2025-04-15,27,108.68,40.26
2025-04-15,28,115.21,28.21
2025-04-15,29,155.32,19.26
2025-04-15,30,137.77,37.61
2025-04-15,31,131.2,21.96
2025-04-15,32,124.83,72.71
2025-04-15,33,167.5,80.21
2025-04-15,34,133.94,34.43
2025-04-15,35,151.25,56.83
2025-04-15,36,167.53,44.7
2025-04-15,37,162.55,37.25
2025-04-15,38,175.89,58.24
2025-04-15,39,155.75,30.29
2025-04-15,40,122.42,21.56
2025-04-15,41,132.06,-2.09
2025-04-15,42,146.1,12.2
2025-04-15,43,95.25,5.66
2025-04-15,44,111.23,-5.07
2025-04-15,45,83.05,19.49
2025-04-15,46,102.41,32.49
2025-04-15,47,88.65,28.07
2025-04-15,48,115.26,-4.58
2025-04-16,1,121.38,14.67
2025-04-16,2,104.37,-39.23
2025-04-16,3,108.33,-12.19
2025-04-16,4,122.44,24.85
2025-04-16,5,100.77,-37.55
2025-04-16,6,75.49,11.57
2025-04-16,7,68.31,-26.5
2025-04-16,8,67.17,-3.24
2025-04-16,9,91.95,18.01
2025-04-16,10,123.07,-14.25
2025-04-16,11,91.46,6.93
2025-04-16,12,76.09,-0.13
2025-04-16,13,107.88,-12.39
2025-04-16,14,130.09,29.73
2025-04-16,15,96.2,29.52
2025-04-16,16,118.42,0.2
2025-04-16,17,105.9,48.29
2025-04-16,18,139.4,14.8
2025-04-16,19,148.32,50.11
2025-04-16,20,124.14,-3.5
2025-04-16,21,127.13,-2.17
2025-04-16,22,103.71,47.25
2025-04-16,23,134.16,16.98
2025-04-16,24,128.47,34.81
2025-04-16,25,145.12,42.46
2025-04-16,26,160.36,34.84
2025-04-16,27,97.49,28.55
2025-04-16,28,127.46,51.43
2025-04-16,29,109.19,18.01
2025-04-16,30,153.74,6.63
2025-04-16,31,134.01,13.25
2025-04-16,32,129.11,19.51
2025-04-16,33,166.5,60.14
2025-04-16,34,157.13,73.49
2025-04-16,35,171.73,39.28
2025-04-16,36,130.62,65.56
2025-04-16,37,169.77,27.67
2025-04-16,38,168.95,40.18
2025-04-16,39,166.14,25.29
2025-04-16,40,138.97,45.41
2025-04-16,41,145.95,33.88
2025-04-16,42,140.65,42.06
2025-04-16,43,88.9,6.92
2025-04-16,44,112.89,-9.97
2025-04-16,45,127.61,-5.13
2025-04-16,46,78.65,-15.95
2025-04-16,47,107.66,30.79
2025-04-16,48,87.99,-6.98
2025-04-17,1,92.83,-22.18
2025-04-17,2,68.87,-32.02
2025-04-17,3,101.74,18.28
2025-04-17,4,90.58,15.52
2025-04-17,5,102.87,16.52
2025-04-17,6,105.97,-14.23
2025-04-17,7,89.26,0.96
2025-04-17,8,109.47,-30.33
2025-04-17,9,79.33,-29.37
2025-04-17,10,116.2,-25.21
2025-04-17,11,91.04,-29.05
2025-04-17,12,79.87,19.41
2025-04-17,13,111.72,-13.03
2025-04-17,14,115.96,-1.43
2025-04-17,15,88.79,-1.92
2025-04-17,16,134.01,12.39
2025-04-17,17,100.96,34.11
2025-04-17,18,128.87,26.27
2025-04-17,19,107.34,17.87
2025-04-17,20,133.41,12.66
2025-04-17,21,133.94,-5.19
2025-04-17,22,124.5,0.16
2025-04-17,23,119.9,11.62
2025-04-17,24,115.03,28.0
2025-04-17,25,123.22,46.84
2025-04-17,26,153.24,46.96
2025-04-17,27,118.25,6.2
2025-04-17,28,105.96,40.27
2025-04-17,29,152.59,32.69
2025-04-17,30,127.08,57.77
2025-04-17,31,138.83,50.71
2025-04-17,32,121.63,21.59
2025-04-17,33,158.12,61.71
2025-04-17,34,137.14,82.61
2025-04-17,35,135.47,30.41
2025-04-17,36,150.88,51.99
2025-04-17,37,183.25,79.7
2025-04-17,38,130.87,72.96
2025-04-17,39,146.0,16.91
2025-04-17,40,121.12,19.12
2025-04-17,41,119.78,34.58
2025-04-17,42,101.73,0.83
2025-04-17,43,96.54,24.89
2025-04-17,44,107.05,24.05
2025-04-17,45,117.32,8.23
2025-04-17,46,92.42,-21.94
2025-04-17,47,89.02,23.74
2025-04-17,48,97.71,-24.58
2025-04-18,1,110.92,-6.34
2025-04-18,2,118.71,17.25
2025-04-18,3,121.1,-11.25
2025-04-18,4,109.45,14.77
2025-04-18,5,86.03,3.26
2025-04-18,6,69.87,2.68
2025-04-18,7,70.46,12.98
2025-04-18,8,114.53,-38.89
2025-04-18,9,74.86,-20.81
2025-04-18,10,71.42,-35.48
2025-04-18,11,130.37,-21.51
2025-04-18,12,106.38,-6.58
2025-04-18,13,123.85,10.25
2025-04-18,14,109.71,-22.05
2025-04-18,15,116.37,-15.2
2025-04-18,16,129.34,48.33
2025-04-18,17,115.36,-7.0
2025-04-18,18,103.75,-6.12
2025-04-18,19,140.53,10.52
2025-04-18,20,142.79,38.96
2025-04-18,21,131.37,43.91
2025-04-18,22,146.73,40.48
2025-04-18,23,107.61,-1.73
2025-04-18,24,127.65,0.94
2025-04-18,25,139.42,5.61
2025-04-18,26,140.15,27.62
2025-04-18,27,155.02,53.81
2025-04-18,28,116.65,34.82
2025-04-18,29,110.23,24.06
2025-04-18,30,118.42,48.14
2025-04-18,31,137.5,40.07
2025-04-18,32,126.96,16.53
2025-04-18,33,163.67,56.38
2025-04-18,34,168.52,41.29
2025-04-18,35,162.63,31.46
2025-04-18,36,141.14,24.8
2025-04-18,37,157.97,74.03
2025-04-18,38,133.5,31.0
2025-04-18,39,141.02,12.7
2025-04-18,40,147.07,31.47
2025-04-18,41,143.89,16.49
2025-04-18,42,128.39,41.26
2025-04-18,43,95.35,28.43
2025-04-18,44,124.4,-6.39
2025-04-18,45,128.33,22.57
2025-04-18,46,124.94,-14.76
2025-04-18,47,96.05,24.41
2025-04-18,48,96.79,19.53
2025-04-19,1,113.95,-22.93
2025-04-19,2,95.24,-38.75
2025-04-19,3,59.26,-13.92
2025-04-19,4,56.29,-7.71
2025-04-19,5,65.14,0.03
2025-04-19,6,83.33,3.51
2025-04-19,7,76.07,13.76
2025-04-19,8,93.52,-6.94
2025-04-19,9,87.66,-8.64
2025-04-19,10,106.21,-1.48
2025-04-19,11,70.8,-6.59
2025-04-19,12,113.98,-16.81
2025-04-19,13,102.03,-13.17
2025-04-19,14,78.86,7.31
2025-04-19,15,76.91,17.86
2025-04-19,16,93.17,32.05
2025-04-19,17,111.06,-7.3
2025-04-19,18,137.3,33.13
2025-04-19,19,87.11,8.56
2025-04-19,20,112.3,17.81
2025-04-19,21,120.3,19.22
2025-04-19,22,94.88,-16.92
2025-04-19,23,129.63,29.07
2025-04-19,24,128.77,12.55
2025-04-19,25,129.98,-13.08
2025-04-19,26,105.35,-12.24
2025-04-19,27,108.99,38.89
2025-04-19,28,102.58,27.57
2025-04-19,29,127.53,24.5
2025-04-19,30,144.0,26.63
2025-04-19,31,125.76,46.91
2025-04-19,32,144.75,31.55
2025-04-19,33,144.22,2.72
2025-04-19,34,145.23,58.32
2025-04-19,35,142.09,20.26
2025-04-19,36,126.52,51.9
2025-04-19,37,161.17,51.44
2025-04-19,38,139.68,18.15
2025-04-19,39,110.45,4.88
2025-04-19,40,114.72,6.56
2025-04-19,41,110.47,11.22
2025-04-19,42,138.44,13.32
2025-04-19,43,104.75,-23.76
2025-04-19,44,88.76,24.63
2025-04-19,45,91.11,-22.87
2025-04-19,46,83.02,23.29
2025-04-19,47,91.01,-7.85
2025-04-19,48,91.95,-18.58
2025-04-20,1,67.51,5.16
2025-04-20,2,109.04,-30.34
2025-04-20,3,107.6,-27.19
2025-04-20,4,92.48,2.85
2025-04-20,5,86.64,-22.08
2025-04-20,6,93.06,5.7
2025-04-20,7,63.84,-40.11
2025-04-20,8,67.1,-23.23
2025-04-20,9,61.47,-29.05
2025-04-20,10,82.91,-8.18
2025-04-20,11,64.37,-8.82
2025-04-20,12,100.51,-21.19
2025-04-20,13,93.79,18.28
2025-04-20,14,77.07,1.65
2025-04-20,15,112.7,31.53
2025-04-20,16,109.35,20.86
