date,efa_block,product,avail_gbp_mw_h,util_gbp_mwh
2025-04-01,1,NQR,3.209,40.4
2025-04-01,1,SR,11.249,90.8
2025-04-01,2,PQR,2.597,164.4
2025-04-01,2,NQR,1.467,47.9
2025-04-01,2,SR,1.927,127.6
2025-04-01,3,PQR,2.114,96.9
2025-04-01,3,NQR,1.928,31.8
2025-04-01,3,SR,3.525,89.4
2025-04-01,4,PQR,1.655,108.4
2025-04-01,4,NQR,2.11,50.9
2025-04-01,4,SR,3.491,81.6
2025-04-01,5,PQR,4.017,125.4
2025-04-01,5,NQR,2.511,52.9
2025-04-01,5,SR,6.735,140.9
2025-04-01,6,PQR,3.602,96.9
2025-04-01,6,NQR,1.546,32.5
2025-04-01,6,SR,2.172,107.1
2025-04-02,1,PQR,1.731,138.0
2025-04-02,1,NQR,1.013,35.1
2025-04-02,1,SR,3.691,146.2
2025-04-02,2,PQR,0.997,143.1
2025-04-02,2,NQR,0.723,44.7
2025-04-02,2,SR,0.739,117.2
2025-04-02,3,PQR,2.695,124.5
2025-04-02,3,NQR,2.566,53.9
2025-04-02,3,SR,4.996,122.6
2025-04-02,4,PQR,2.6,127.9
2025-04-02,4,NQR,0.842,44.3
2025-04-02,4,SR,1.914,151.6
2025-04-02,5,PQR,2.29,97.3
2025-04-02,5,NQR,1.865,46.5
2025-04-02,5,SR,3.525,153.5
2025-04-02,6,PQR,3.886,139.2
2025-04-02,6,NQR,1.571,44.8
2025-04-02,6,SR,2.465,141.5
2025-04-03,1,PQR,1.491,163.4
2025-04-03,1,NQR,0.936,46.3
2025-04-03,1,SR,1.19,135.8
2025-04-03,2,PQR,2.445,104.9
2025-04-03,2,NQR,2.152,33.7
2025-04-03,2,SR,1.465,88.3
2025-04-03,3,PQR,2.594,84.3
2025-04-03,3,NQR,1.034,42.6
2025-04-03,3,SR,1.318,138.5
2025-04-03,4,PQR,1.872,130.9
2025-04-03,4,NQR,0.993,37.9
2025-04-03,4,SR,4.452,143.1
2025-04-03,5,PQR,3.865,118.2
2025-04-03,5,NQR,2.598,47.0
2025-04-03,5,SR,4.528,149.2
2025-04-03,6,PQR,3.381,110.4
2025-04-03,6,NQR,1.978,35.4
2025-04-03,6,SR,1.942,146.9
2025-04-04,1,PQR,3.532,167.2
2025-04-04,1,NQR,1.114,37.4
2025-04-04,1,SR,4.309,112.0
2025-04-04,2,PQR,1.481,113.2
2025-04-04,2,NQR,0.676,55.6
2025-04-04,2,SR,1.844,85.6
2025-04-04,3,PQR,4.437,155.0
2025-04-04,3,NQR,2.403,44.3
2025-04-04,3,SR,1.42,95.9
2025-04-04,4,PQR,1.238,93.5
2025-04-04,4,NQR,1.544,37.5
2025-04-04,4,SR,0.942,147.1
2025-04-04,5,PQR,10.921,114.8
2025-04-04,5,NQR,2.885,48.6
2025-04-04,5,SR,5.39,82.8
2025-04-04,6,PQR,0.896,132.3
2025-04-04,6,NQR,2.054,45.8
2025-04-04,6,SR,3.81,133.3
2025-04-05,1,PQR,2.845,150.8
2025-04-05,1,NQR,1.219,31.4
2025-04-05,1,SR,2.792,115.7
2025-04-05,2,PQR,0.993,126.9
2025-04-05,2,NQR,2.543,29.7
2025-04-05,2,SR,3.313,88.9
2025-04-05,3,PQR,4.339,117.3
2025-04-05,3,NQR,1.454,41.3
2025-04-05,3,SR,10.201,142.9
2025-04-05,4,PQR,4.679,152.3
2025-04-05,4,NQR,0.928,50.1
2025-04-05,4,SR,5.538,107.7
2025-04-05,5,PQR,5.193,107.1
2025-04-05,5,NQR,1.899,34.0
2025-04-05,5,SR,4.608,98.4
2025-04-05,6,PQR,1.215,158.7
2025-04-05,6,NQR,1.68,47.3
2025-04-05,6,SR,1.612,109.4
2025-04-06,1,PQR,1.003,113.3
2025-04-06,1,NQR,1.262,43.3
2025-04-06,1,SR,0.807,125.2
2025-04-06,2,PQR,2.643,117.8
2025-04-06,2,NQR,0.75,28.8
2025-04-06,2,SR,1.507,153.1
2025-04-06,3,PQR,4.473,136.8
2025-04-06,3,NQR,0.904,37.3
2025-04-06,3,SR,2.059,133.3
2025-04-06,4,PQR,5.479,87.3
2025-04-06,4,NQR,1.336,34.8
2025-04-06,4,SR,3.484,107.8
2025-04-06,5,PQR,2.696,147.8
2025-04-06,5,NQR,2.411,37.9
2025-04-06,5,SR,6.631,140.6
2025-04-06,6,PQR,4.129,112.8
2025-04-06,6,NQR,0.468,31.2
2025-04-06,6,SR,3.983,108.8
2025-04-07,1,PQR,1.91,128.9
2025-04-07,1,NQR,0.778,44.5
2025-04-07,1,SR,2.532,104.1
2025-04-07,2,PQR,1.999,149.6
2025-04-07,2,NQR,2.271,52.6
2025-04-07,2,SR,2.013,100.4
2025-04-07,3,PQR,2.184,136.5
2025-04-07,3,NQR,1.043,47.4
2025-04-07,3,SR,2.748,82.4
2025-04-07,4,PQR,2.44,126.4
2025-04-07,4,NQR,3.03,29.7
2025-04-07,4,SR,6.796,79.5
2025-04-07,5,PQR,6.292,125.9
2025-04-07,5,NQR,4.086,38.8
2025-04-07,5,SR,11.789,114.5
2025-04-07,6,PQR,4.131,155.7
2025-04-07,6,NQR,2.107,53.0
2025-04-07,6,SR,2.723,131.7
2025-04-08,1,PQR,2.244,152.6
2025-04-08,1,NQR,1.246,45.4
2025-04-08,1,SR,1.713,105.5
2025-04-08,2,PQR,1.795,117.1
2025-04-08,2,NQR,1.475,34.1
2025-04-08,2,SR,4.484,123.3
2025-04-08,3,PQR,2.014,150.7
2025-04-08,3,NQR,1.218,49.4
2025-04-08,3,SR,5.769,122.1
2025-04-08,4,PQR,3.368,125.2
2025-04-08,4,NQR,1.485,38.7
2025-04-08,4,SR,3.405,129.8
2025-04-08,5,PQR,0.979,105.0
2025-04-08,5,NQR,3.399,54.3
2025-04-08,5,SR,6.023,130.4
2025-04-08,6,PQR,1.645,126.2
2025-04-08,6,NQR,2.196,51.1
2025-04-08,6,SR,6.331,113.0
2025-04-09,1,PQR,1.641,126.0
2025-04-09,1,NQR,1.527,52.2
2025-04-09,1,SR,1.976,77.4
2025-04-09,2,PQR,2.241,99.6
2025-04-09,2,NQR,0.513,37.3
2025-04-09,2,SR,2.898,99.7
2025-04-09,3,PQR,3.596,153.2
2025-04-09,3,NQR,2.797,55.0
2025-04-09,3,SR,3.705,81.5
2025-04-09,4,PQR,5.462,119.4
2025-04-09,4,NQR,2.564,48.4
2025-04-09,4,SR,5.841,108.1
2025-04-09,5,PQR,4.652,89.0
2025-04-09,5,NQR,1.683,40.3
2025-04-09,5,SR,7.893,130.3
2025-04-09,6,PQR,1.723,124.0
2025-04-09,6,NQR,3.012,44.7
2025-04-09,6,SR,2.372,150.9
2025-04-10,1,PQR,2.162,103.7
2025-04-10,1,NQR,1.058,50.1
2025-04-10,1,SR,4.648,106.6
2025-04-10,2,PQR,1.01,149.5
2025-04-10,2,NQR,0.886,37.1
2025-04-10,2,SR,1.781,138.3
2025-04-10,3,PQR,1.276,93.6
2025-04-10,3,NQR,1.166,48.6
2025-04-10,3,SR,6.624,142.9
2025-04-10,4,PQR,1.786,164.4
2025-04-10,4,NQR,0.806,46.0
2025-04-10,4,SR,3.677,121.3
2025-04-10,5,PQR,5.658,122.8
2025-04-10,5,NQR,1.241,47.6
2025-04-10,5,SR,4.61,151.4
2025-04-10,6,PQR,4.133,126.5
2025-04-10,6,NQR,0.728,46.0
2025-04-10,6,SR,1.974,90.3
2025-04-11,1,PQR,1.647,101.1
2025-04-11,1,NQR,1.888,41.4
2025-04-11,1,SR,7.534,140.8
2025-04-11,2,PQR,1.25,100.8
2025-04-11,2,NQR,1.985,49.8
2025-04-11,2,SR,4.632,151.2
2025-04-11,3,PQR,2.205,98.0
2025-04-11,3,NQR,0.765,29.4
2025-04-11,3,SR,2.849,123.6
2025-04-11,4,PQR,3.14,84.4
2025-04-11,4,NQR,1.02,54.8
2025-04-11,4,SR,2.968,135.0
2025-04-11,5,PQR,8.043,105.9
2025-04-11,5,NQR,1.849,52.8
2025-04-11,5,SR,5.652,138.6
2025-04-11,6,PQR,4.195,161.4
2025-04-11,6,NQR,1.067,51.4
2025-04-11,6,SR,2.421,131.0
2025-04-12,1,PQR,1.135,88.6
2025-04-12,1,NQR,0.956,44.5
2025-04-12,1,SR,2.502,101.3
2025-04-12,2,PQR,1.103,145.4
2025-04-12,2,NQR,0.803,34.1
2025-04-12,2,SR,2.631,126.2
2025-04-12,3,PQR,1.609,113.5
2025-04-12,3,NQR,0.801,35.4
2025-04-12,3,SR,2.752,106.1
2025-04-12,4,PQR,6.096,162.7
2025-04-12,4,NQR,1.99,46.2
2025-04-12,4,SR,4.399,89.0
2025-04-12,5,PQR,2.282,97.0
2025-04-12,5,NQR,2.731,32.2
2025-04-12,5,SR,5.208,132.9
2025-04-12,6,PQR,1.58,84.1
2025-04-12,6,NQR,1.343,39.4
2025-04-12,6,SR,4.114,127.3
2025-04-13,1,PQR,1.579,97.1
2025-04-13,1,NQR,0.726,37.1
2025-04-13,1,SR,5.887,86.9
2025-04-13,2,PQR,1.981,148.4
2025-04-13,2,NQR,1.836,28.6
2025-04-13,2,SR,1.968,143.3
2025-04-13,3,PQR,1.74,119.0
2025-04-13,3,NQR,0.599,47.7
2025-04-13,3,SR,1.748,152.9
2025-04-13,4,PQR,2.651,121.2
2025-04-13,4,NQR,0.897,44.8
2025-04-13,4,SR,2.873,117.3
2025-04-13,5,PQR,2.771,90.7
2025-04-13,5,NQR,1.436,43.4
2025-04-13,5,SR,10.217,94.8
2025-04-13,6,PQR,3.278,89.1
2025-04-13,6,NQR,1.67,34.4
2025-04-13,6,SR,8.658,98.1
2025-04-14,1,PQR,4.236,123.5
2025-04-14,1,NQR,0.757,31.1
2025-04-14,1,SR,4.587,108.7
2025-04-14,2,PQR,1.441,160.1
2025-04-14,2,NQR,0.487,28.2
2025-04-14,2,SR,3.989,145.4
2025-04-14,3,PQR,1.796,98.1
2025-04-14,3,NQR,0.96,45.4
2025-04-14,3,SR,2.777,82.1
2025-04-14,4,PQR,4.916,90.1
2025-04-14,4,NQR,2.543,45.0
2025-04-14,4,SR,4.847,145.4
2025-04-14,5,PQR,2.172,97.4
2025-04-14,5,NQR,5.557,30.0
2025-04-14,5,SR,3.144,115.2
2025-04-14,6,PQR,0.899,134.2
2025-04-14,6,NQR,1.634,50.5
2025-04-14,6,SR,4.208,149.4
2025-04-15,1,PQR,2.637,105.2
2025-04-15,1,NQR,1.286,39.6
2025-04-15,1,SR,1.772,107.5
2025-04-15,2,PQR,4.469,97.2
2025-04-15,2,NQR,1.742,35.5
2025-04-15,2,SR,3.252,110.0
2025-04-15,3,PQR,5.145,145.2
2025-04-15,3,NQR,1.548,37.5
2025-04-15,3,SR,3.731,114.5
2025-04-15,4,PQR,3.86,123.1
2025-04-15,4,NQR,0.984,43.9
2025-04-15,4,SR,5.577,125.7
2025-04-15,5,PQR,4.533,157.8
2025-04-15,5,NQR,3.298,43.1
2025-04-15,5,SR,5.835,138.0
2025-04-15,6,PQR,1.879,96.2
2025-04-15,6,NQR,3.767,42.6
2025-04-15,6,SR,4.336,118.8
2025-04-16,1,PQR,2.691,126.3
2025-04-16,1,NQR,0.959,33.0
2025-04-16,1,SR,5.732,99.2
2025-04-16,2,PQR,1.65,165.7
2025-04-16,2,NQR,1.64,53.2
2025-04-16,2,SR,2.051,112.6
2025-04-16,3,PQR,1.133,141.9
2025-04-16,3,NQR,0.733,46.2
2025-04-16,3,SR,3.692,151.2
2025-04-16,4,PQR,3.237,84.4
2025-04-16,4,NQR,0.897,55.9
2025-04-16,4,SR,4.068,82.2
2025-04-16,5,PQR,4.962,167.6
2025-04-16,5,NQR,1.687,32.1
2025-04-16,5,SR,7.066,132.8
2025-04-16,6,PQR,5.93,86.7
2025-04-16,6,NQR,1.28,44.9
2025-04-16,6,SR,7.363,91.7
2025-04-17,1,PQR,0.913,101.8
2025-04-17,1,NQR,1.019,28.4
2025-04-17,1,SR,3.363,114.7
2025-04-17,2,PQR,1.156,115.7
2025-04-17,2,NQR,0.99,28.2
2025-04-17,2,SR,4.168,105.6
2025-04-17,3,PQR,0.973,103.7
2025-04-17,3,NQR,2.062,44.8
2025-04-17,3,SR,10.013,141.0
2025-04-17,4,PQR,1.928,164.9
2025-04-17,4,NQR,1.93,53.6
2025-04-17,4,SR,8.66,144.7
2025-04-17,5,PQR,7.582,167.7
2025-04-17,5,NQR,0.878,51.0
2025-04-17,5,SR,4.149,78.9
2025-04-17,6,PQR,4.932,126.5
2025-04-17,6,NQR,2.535,53.9
2025-04-17,6,SR,5.121,116.8
2025-04-18,1,PQR,1.36,140.8
2025-04-18,1,NQR,1.645,53.1
2025-04-18,1,SR,2.308,117.1
2025-04-18,2,PQR,2.144,146.3
2025-04-18,2,NQR,0.581,46.7
2025-04-18,2,SR,3.144,105.9
2025-04-18,3,PQR,2.012,94.1
2025-04-18,3,NQR,1.309,30.9
2025-04-18,3,SR,2.876,128.5
2025-04-18,4,PQR,3.243,163.8
2025-04-18,4,NQR,1.198,42.1
2025-04-18,4,SR,2.355,77.4
2025-04-18,5,PQR,7.366,103.8
2025-04-18,5,NQR,1.653,45.6
2025-04-18,5,SR,9.34,153.9
2025-04-18,6,PQR,2.665,119.9
2025-04-18,6,NQR,0.994,32.2
2025-04-18,6,SR,1.61,126.4
2025-04-19,1,PQR,1.475,122.4
2025-04-19,1,NQR,1.679,49.8
2025-04-19,1,SR,5.046,149.0
2025-04-19,2,PQR,2.622,88.6
2025-04-19,2,NQR,0.192,49.1
2025-04-19,2,SR,1.816,79.1
2025-04-19,3,PQR,1.609,127.3
2025-04-19,3,NQR,3.628,40.4
2025-04-19,3,SR,2.712,146.9
2025-04-19,4,PQR,3.069,156.2
2025-04-19,4,NQR,1.336,39.3
2025-04-19,4,SR,4.076,126.2
2025-04-19,5,PQR,1.556,105.8
2025-04-19,5,NQR,1.273,43.8
2025-04-19,5,SR,7.709,88.4
2025-04-19,6,PQR,4.596,149.7
2025-04-19,6,NQR,1.708,41.4
2025-04-19,6,SR,4.757,78.4
2025-04-20,1,PQR,1.318,110.7
2025-04-20,1,NQR,1.059,54.7
2025-04-20,1,SR,3.009,127.2
2025-04-20,2,PQR,2.51,142.6
2025-04-20,2,NQR,2.479,40.2
2025-04-20,2,SR,2.251,108.0
2025-04-20,3,PQR,1.288,153.3
2025-04-20,3,NQR,1.526,50.9
2025-04-20,3,SR,2.923,124.3
2025-04-20,4,PQR,2.142,139.0
2025-04-20,4,NQR,0.893,29.8
2025-04-20,4,SR,4.959,145.3
2025-04-20,5,PQR,7.499,122.0
2025-04-20,5,NQR,4.314,44.6
2025-04-20,5,SR,4.323,153.7
2025-04-20,6,PQR,3.292,103.6
2025-04-20,6,NQR,1.503,44.6
2025-04-20,6,SR,5.316,86.0
2025-04-21,1,PQR,1.458,99.6
2025-04-21,1,NQR,2.04,54.7
2025-04-21,1,SR,1.349,105.8
2025-04-21,2,PQR,2.017,151.1
2025-04-21,2,NQR,1.173,37.2
2025-04-21,2,SR,4.148,107.7
2025-04-21,3,PQR,2.519,90.2
2025-04-21,3,NQR,2.112,54.0
2025-04-21,3,SR,2.382,144.7
2025-04-21,4,PQR,3.155,108.6
2025-04-21,4,NQR,0.937,54.3
2025-04-21,4,SR,6.342,105.2
2025-04-21,5,PQR,2.451,161.2
2025-04-21,5,NQR,2.467,38.7
2025-04-21,5,SR,7.073,102.3
2025-04-21,6,PQR,2.834,97.4
2025-04-21,6,NQR,2.015,48.2
2025-04-21,6,SR,3.755,78.8
2025-04-22,1,PQR,0.968,122.5
2025-04-22,1,NQR,0.78,43.2
2025-04-22,1,SR,1.687,147.2
2025-04-22,2,PQR,1.592,113.8
2025-04-22,2,NQR,2.636,29.0
2025-04-22,2,SR,2.615,98.5
2025-04-22,3,PQR,1.825,114.1
2025-04-22,3,NQR,1.687,53.7
2025-04-22,3,SR,2.374,108.2
2025-04-22,4,PQR,1.624,92.1
2025-04-22,4,NQR,0.994,48.9
2025-04-22,4,SR,5.437,104.3
2025-04-22,5,PQR,4.895,112.1
2025-04-22,5,NQR,1.663,48.4
2025-04-22,5,SR,11.866,123.6
2025-04-22,6,PQR,3.218,101.0
2025-04-22,6,NQR,1.356,43.0
2025-04-22,6,SR,2.419,142.3
2025-04-23,1,PQR,1.768,123.5
2025-04-23,1,NQR,3.159,41.8
2025-04-23,1,SR,3.208,117.0
2025-04-23,2,PQR,0.709,115.5
2025-04-23,2,NQR,0.655,38.6
2025-04-23,2,SR,1.893,107.1
2025-04-23,3,PQR,2.404,99.4
2025-04-23,3,NQR,1.632,44.0
2025-04-23,3,SR,2.041,131.9
2025-04-23,4,PQR,2.399,90.0
2025-04-23,4,NQR,0.97,38.0
2025-04-23,4,SR,16.453,111.7
2025-04-23,5,PQR,4.953,166.2
2025-04-23,5,NQR,1.098,42.5
2025-04-23,5,SR,11.95,121.9
2025-04-23,6,PQR,2.561,151.1
2025-04-23,6,NQR,0.986,48.1
2025-04-23,6,SR,4.21,118.5
2025-04-24,1,PQR,2.393,110.6
2025-04-24,1,NQR,0.318,55.3
2025-04-24,1,SR,2.103,79.3
2025-04-24,2,PQR,1.656,143.8
2025-04-24,2,NQR,0.802,42.3
2025-04-24,2,SR,3.798,94.5
2025-04-24,3,PQR,4.745,142.1
2025-04-24,3,NQR,0.912,39.9
2025-04-24,3,SR,4.362,105.1
2025-04-24,4,PQR,2.194,145.5
2025-04-24,4,NQR,1.077,55.5
2025-04-24,4,SR,2.62,110.1
2025-04-24,5,PQR,1.574,157.1
2025-04-24,5,NQR,1.363,29.6
2025-04-24,5,SR,5.08,118.0
2025-04-24,6,PQR,1.855,136.5
2025-04-24,6,NQR,0.615,39.1
2025-04-24,6,SR,4.198,117.2
2025-04-25,1,PQR,3.551,118.0
2025-04-25,1,NQR,1.649,38.3
2025-04-25,1,SR,5.377,136.3
2025-04-25,2,PQR,0.846,128.2
2025-04-25,2,NQR,1.881,45.3
2025-04-25,2,SR,3.488,105.0
2025-04-25,3,PQR,2.005,122.1
2025-04-25,3,NQR,1.462,34.1
2025-04-25,3,SR,7.209,133.6
2025-04-25,4,PQR,4.98,105.7
2025-04-25,4,NQR,1.434,53.4
2025-04-25,4,SR,4.724,99.9
2025-04-25,5,PQR,6.902,161.1
2025-04-25,5,NQR,4.698,54.5
2025-04-25,5,SR,6.788,153.5
2025-04-25,6,PQR,2.442,95.6
2025-04-25,6,NQR,1.23,51.7
2025-04-25,6,SR,1.494,120.5
2025-04-26,1,PQR,0.676,133.5
2025-04-26,1,NQR,2.242,39.7
2025-04-26,1,SR,4.484,117.4
2025-04-26,2,PQR,1.294,93.9
2025-04-26,2,NQR,1.187,37.1
2025-04-26,2,SR,3.036,110.6
2025-04-26,3,PQR,1.582,116.7
2025-04-26,3,NQR,1.57,34.3
2025-04-26,3,SR,1.658,149.7
2025-04-26,4,PQR,5.275,89.2
2025-04-26,4,NQR,4.441,46.8
2025-04-26,4,SR,4.398,133.8
2025-04-26,5,PQR,7.762,96.2
2025-04-26,5,NQR,1.75,34.2
2025-04-26,5,SR,1.954,79.7
2025-04-26,6,PQR,3.525,145.4
2025-04-26,6,NQR,3.093,28.5
2025-04-26,6,SR,1.496,108.6
2025-04-27,1,PQR,1.425,140.8
2025-04-27,1,NQR,1.366,33.4
2025-04-27,1,SR,4.182,142.7
2025-04-27,2,PQR,0.875,133.7
2025-04-27,2,NQR,0.703,52.6
2025-04-27,2,SR,2.392,132.3
2025-04-27,3,PQR,2.333,136.4
2025-04-27,3,NQR,1.804,37.6
2025-04-27,3,SR,3.606,146.3
2025-04-27,4,PQR,3.694,126.9
2025-04-27,4,NQR,0.522,51.9
2025-04-27,4,SR,3.746,87.8
2025-04-27,5,PQR,2.322,100.9
2025-04-27,5,NQR,0.586,39.1
2025-04-27,5,SR,2.663,120.2
2025-04-27,6,PQR,1.97,114.9
2025-04-27,6,NQR,1.653,44.8
2025-04-27,6,SR,5.103,108.9
2025-04-28,1,PQR,1.564,109.3
2025-04-28,1,NQR,0.768,32.9
2025-04-28,1,SR,3.465,79.4
2025-04-28,2,PQR,1.161,138.9
2025-04-28,2,NQR,0.897,54.1
2025-04-28,2,SR,2.875,123.8
2025-04-28,3,PQR,1.285,166.3
2025-04-28,3,NQR,1.169,47.1
2025-04-28,3,SR,2.702,102.0
2025-04-28,4,PQR,1.352,141.1
2025-04-28,4,NQR,2.68,52.1
2025-04-28,4,SR,7.217,125.1
2025-04-28,5,PQR,2.622,86.5
2025-04-28,5,NQR,1.026,40.1
2025-04-28,5,SR,10.239,134.9
2025-04-28,6,PQR,2.627,91.3
2025-04-28,6,NQR,1.137,48.9
2025-04-28,6,SR,1.883,78.2
2025-04-29,1,PQR,1.619,109.0
2025-04-29,1,NQR,1.047,48.0
2025-04-29,1,SR,2.866,87.5
2025-04-29,2,PQR,2.34,92.7
2025-04-29,2,NQR,1.319,43.0
2025-04-29,2,SR,1.129,125.9
2025-04-29,3,PQR,0.787,167.9
2025-04-29,3,NQR,1.629,30.2
2025-04-29,3,SR,3.817,91.2
2025-04-29,4,PQR,3.527,155.3
2025-04-29,4,NQR,1.603,41.0
2025-04-29,4,SR,2.438,91.8
2025-04-29,5,PQR,3.502,95.6
2025-04-29,5,NQR,1.92,55.6
2025-04-29,5,SR,3.557,92.1
2025-04-29,6,PQR,2.422,119.6
2025-04-29,6,NQR,0.716,33.4
2025-04-29,6,SR,3.426,121.8
2025-04-30,1,PQR,1.642,167.9
2025-04-30,1,NQR,3.829,42.6
2025-04-30,1,SR,1.915,137.9
2025-04-30,2,PQR,1.806,86.8
2025-04-30,2,NQR,1.536,38.5
2025-04-30,2,SR,1.264,83.5
2025-04-30,3,PQR,1.829,126.7
2025-04-30,3,NQR,4.083,32.1
2025-04-30,3,SR,3.035,79.1
2025-04-30,4,PQR,2.097,157.9
2025-04-30,4,NQR,1.026,55.3
2025-04-30,4,SR,5.883,79.5
2025-04-30,5,PQR,3.592,138.7
2025-04-30,5,NQR,1.734,42.2
2025-04-30,5,SR,4.774,144.7
2025-04-30,6,PQR,1.36,155.0
2025-04-30,6,NQR,1.865,34.1
2025-04-30,6,SR,4.79,98.4
2025-05-01,1,PQR,2.947,107.6
2025-05-01,1,NQR,3.847,49.8
2025-05-01,1,SR,1.853,98.6
2025-05-01,2,PQR,2.761,113.6
2025-05-01,2,NQR,0.964,43.1
2025-05-01,2,SR,1.17,133.0
2025-05-01,3,PQR,1.751,144.6
2025-05-01,3,NQR,0.994,28.1
2025-05-01,3,SR,0.575,141.0
2025-05-01,4,PQR,1.19,106.0
2025-05-01,4,NQR,1.535,54.3
2025-05-01,4,SR,2.475,78.2
2025-05-01,5,PQR,5.833,128.5
2025-05-01,5,NQR,4.237,29.8
2025-05-01,5,SR,16.048,110.5
2025-05-01,6,PQR,3.542,106.1
2025-05-01,6,NQR,1.498,45.2
2025-05-01,6,SR,8.762,137.0
2025-05-02,1,PQR,3.681,160.5
2025-05-02,1,NQR,1.308,28.4
2025-05-02,1,SR,7.074,149.5
2025-05-02,2,PQR,1.044,152.6
2025-05-02,2,NQR,1.292,32.8
2025-05-02,2,SR,1.761,136.1
2025-05-02,3,PQR,1.442,118.3
2025-05-02,3,NQR,2.34,47.5
2025-05-02,3,SR,2.312,98.8
2025-05-02,4,PQR,1.669,152.9
2025-05-02,4,NQR,3.923,44.0
2025-05-02,4,SR,3.131,111.4
2025-05-02,5,PQR,1.604,140.4
2025-05-02,5,NQR,1.142,34.0
2025-05-02,5,SR,8.95,124.3
2025-05-02,6,PQR,5.038,111.7
2025-05-02,6,NQR,0.985,53.7
2025-05-02,6,SR,2.58,96.8
2025-05-03,1,PQR,1.477,143.9
2025-05-03,1,NQR,0.799,37.5
2025-05-03,1,SR,1.464,128.1
2025-05-03,2,PQR,1.401,115.2
2025-05-03,2,NQR,3.137,33.5
2025-05-03,2,SR,1.698,139.4
2025-05-03,3,PQR,0.831,157.1
2025-05-03,3,NQR,0.728,31.2
2025-05-03,3,SR,5.768,149.1
2025-05-03,4,PQR,5.196,121.0
2025-05-03,4,NQR,1.649,54.4
2025-05-03,4,SR,3.1,92.0
2025-05-03,5,PQR,1.821,143.2
2025-05-03,5,NQR,3.936,45.7
2025-05-03,5,SR,7.828,87.7
2025-05-03,6,PQR,2.846,93.1
2025-05-03,6,NQR,1.457,50.4
2025-05-03,6,SR,1.521,120.3
2025-05-04,1,PQR,2.026,165.5
2025-05-04,1,NQR,0.84,52.4
2025-05-04,1,SR,2.298,85.3
2025-05-04,2,PQR,1.938,145.7
2025-05-04,2,NQR,0.706,46.6
2025-05-04,2,SR,2.718,122.1
2025-05-04,3,PQR,1.208,156.8
2025-05-04,3,NQR,0.844,49.1
2025-05-04,3,SR,1.824,78.1
2025-05-04,4,PQR,2.079,157.6
2025-05-04,4,NQR,0.822,34.5
2025-05-04,4,SR,2.772,139.9
2025-05-04,5,PQR,2.701,121.9
2025-05-04,5,NQR,1.65,39.4
2025-05-04,5,SR,1.754,83.9
2025-05-04,6,PQR,4.371,137.1
2025-05-04,6,NQR,3.039,34.5
2025-05-04,6,SR,3.442,110.4
2025-05-05,1,PQR,4.087,158.6
2025-05-05,1,NQR,1.243,37.8
2025-05-05,1,SR,7.096,122.6
2025-05-05,2,PQR,1.793,115.3
2025-05-05,2,NQR,0.971,53.7
2025-05-05,2,SR,2.205,84.4
2025-05-05,3,PQR,1.237,85.9
2025-05-05,3,NQR,1.632,35.4
2025-05-05,3,SR,1.849,126.8
2025-05-05,4,PQR,1.938,160.3
2025-05-05,4,NQR,1.142,41.0
2025-05-05,4,SR,6.11,120.6
2025-05-05,5,PQR,5.073,111.5
2025-05-05,5,NQR,1.629,49.8
2025-05-05,5,SR,1.653,93.1
2025-05-05,6,PQR,0.796,159.4
2025-05-05,6,NQR,1.441,55.1
2025-05-05,6,SR,3.332,132.1
2025-05-06,1,PQR,2.519,128.3
2025-05-06,1,NQR,2.628,39.3
2025-05-06,1,SR,4.651,81.7
2025-05-06,2,PQR,1.095,126.9
2025-05-06,2,NQR,0.355,54.1
2025-05-06,2,SR,3.697,112.1
2025-05-06,3,PQR,2.092,110.2
2025-05-06,3,NQR,0.783,39.3
2025-05-06,3,SR,6.391,104.6
2025-05-06,4,PQR,3.122,162.7
2025-05-06,4,NQR,0.593,29.4
2025-05-06,4,SR,3.151,145.7
2025-05-06,5,PQR,4.739,84.8
2025-05-06,5,NQR,1.83,31.5
2025-05-06,5,SR,3.191,88.2
2025-05-06,6,PQR,3.622,143.3
2025-05-06,6,NQR,0.981,34.6
2025-05-06,6,SR,2.019,100.3
2025-05-07,1,PQR,0.689,140.0
2025-05-07,1,NQR,1.484,46.3
2025-05-07,1,SR,3.593,113.3
2025-05-07,2,PQR,2.316,106.2
2025-05-07,2,NQR,0.665,46.0
2025-05-07,2,SR,3.673,114.6
2025-05-07,3,PQR,1.649,149.6
2025-05-07,3,NQR,1.686,31.1
2025-05-07,3,SR,4.589,102.2
2025-05-07,4,PQR,3.011,141.6
2025-05-07,4,NQR,4.563,48.5
2025-05-07,4,SR,12.308,121.3
2025-05-07,5,PQR,3.685,86.4
2025-05-07,5,NQR,1.544,43.1
2025-05-07,5,SR,3.049,131.5
2025-05-07,6,PQR,3.541,115.1
2025-05-07,6,NQR,1.945,44.7
2025-05-07,6,SR,1.627,82.9
2025-05-08,1,PQR,1.279,142.3
2025-05-08,1,NQR,1.147,53.9
2025-05-08,1,SR,1.934,111.9
2025-05-08,2,PQR,0.731,158.7
2025-05-08,2,NQR,0.944,33.9
2025-05-08,2,SR,4.85,127.6
2025-05-08,3,PQR,3.067,104.4
2025-05-08,3,NQR,0.803,42.8
2025-05-08,3,SR,1.939,124.1
2025-05-08,4,PQR,1.985,139.4
