date,period,price_gbp_mwh
2025-03-04,41,87.64
2025-03-04,42,89.43
2025-03-04,43,92.34
2025-03-04,44,77.44
2025-03-04,45,76.29
2025-03-04,46,71.87
2025-03-04,47,72.94
2025-03-04,48,74.22
2025-03-05,1,58.89
2025-03-05,2,67.61
2025-03-05,3,55.76
2025-03-05,4,61.08
2025-03-05,5,65.78
2025-03-05,6,58.72
2025-03-05,7,57.09
2025-03-05,8,64.21
2025-03-05,9,60.83
2025-03-05,10,61.69
2025-03-05,11,70.77
2025-03-05,12,64.38
2025-03-05,13,71.67
2025-03-05,14,82.22
2025-03-05,15,79.28
2025-03-05,16,96.15
2025-03-05,17,91.66
2025-03-05,18,97.84
2025-03-05,19,98.2
2025-03-05,20,93.67
2025-03-05,21,91.86
2025-03-05,22,93.57
2025-03-05,23,97.2
2025-03-05,24,91.57
2025-03-05,25,92.23
2025-03-05,26,104.69
2025-03-05,27,97.65
2025-03-05,28,104.1
2025-03-05,29,104.52
2025-03-05,30,108.25
2025-03-05,31,119.36
2025-03-05,32,119.19
2025-03-05,33,124.53
2025-03-05,34,130.65
2025-03-05,35,133.34
2025-03-05,36,132.93
2025-03-05,37,130.02
2025-03-05,38,131.76
2025-03-05,39,119.02
2025-03-05,40,105.37
2025-03-05,41,102.0
2025-03-05,42,84.46
2025-03-05,43,90.55
2025-03-05,44,85.72
2025-03-05,45,85.86
2025-03-05,46,77.93
2025-03-05,47,72.99
2025-03-05,48,74.05
2025-03-06,1,65.48
2025-03-06,2,69.5
2025-03-06,3,63.85
2025-03-06,4,76.29
2025-03-06,5,59.3
2025-03-06,6,62.23
2025-03-06,7,57.36
2025-03-06,8,65.36
2025-03-06,9,63.82
2025-03-06,10,59.69
2025-03-06,11,64.61
2025-03-06,12,74.75
2025-03-06,13,78.71
2025-03-06,14,73.28
2025-03-06,15,82.51
2025-03-06,16,96.48
2025-03-06,17,92.0
2025-03-06,18,95.21
2025-03-06,19,98.95
2025-03-06,20,89.09
2025-03-06,21,90.16
2025-03-06,22,92.59
2025-03-06,23,99.31
2025-03-06,24,99.73
2025-03-06,25,100.06
2025-03-06,26,98.32
2025-03-06,27,105.23
2025-03-06,28,102.19
2025-03-06,29,107.75
2025-03-06,30,112.63
2025-03-06,31,120.51
2025-03-06,32,119.38
2025-03-06,33,124.56
2025-03-06,34,136.94
2025-03-06,35,140.87
2025-03-06,36,133.46
2025-03-06,37,127.63
2025-03-06,38,130.04
2025-03-06,39,109.69
2025-03-06,40,100.09
2025-03-06,41,97.13
2025-03-06,42,90.97
2025-03-06,43,80.57
2025-03-06,44,81.2
2025-03-06,45,77.77
2025-03-06,46,71.76
2025-03-06,47,79.18
2025-03-06,48,70.42
2025-03-07,1,69.87
2025-03-07,2,71.89
2025-03-07,3,64.0
2025-03-07,4,67.3
2025-03-07,5,59.11
2025-03-07,6,63.45
2025-03-07,7,57.85
2025-03-07,8,58.65
2025-03-07,9,61.87
2025-03-07,10,57.89
2025-03-07,11,66.62
2025-03-07,12,67.42
2025-03-07,13,65.14
2025-03-07,14,76.49
2025-03-07,15,82.36
2025-03-07,16,91.96
2025-03-07,17,93.15
2025-03-07,18,99.6
2025-03-07,19,96.26
2025-03-07,20,91.53
2025-03-07,21,93.02
2025-03-07,22,91.83
2025-03-07,23,95.77
2025-03-07,24,95.22
2025-03-07,25,93.99
2025-03-07,26,98.23
2025-03-07,27,101.87
2025-03-07,28,98.09
2025-03-07,29,106.01
2025-03-07,30,101.96
2025-03-07,31,117.42
2025-03-07,32,120.97
2025-03-07,33,131.77
2025-03-07,34,126.52
2025-03-07,35,139.13
2025-03-07,36,138.59
2025-03-07,37,130.55
2025-03-07,38,122.9
2025-03-07,39,111.19
2025-03-07,40,100.77
2025-03-07,41,94.52
2025-03-07,42,85.28
2025-03-07,43,90.95
2025-03-07,44,74.08
2025-03-07,45,77.08
2025-03-07,46,75.21
2025-03-07,47,72.27
2025-03-07,48,70.28
2025-03-08,1,56.88
2025-03-08,2,54.88
2025-03-08,3,54.72
2025-03-08,4,57.39
2025-03-08,5,46.38
2025-03-08,6,47.69
2025-03-08,7,50.24
2025-03-08,8,53.85
2025-03-08,9,57.27
2025-03-08,10,61.77
2025-03-08,11,56.15
2025-03-08,12,63.57
2025-03-08,13,66.98
2025-03-08,14,70.89
2025-03-08,15,73.38
2025-03-08,16,76.1
2025-03-08,17,76.48
2025-03-08,18,77.79
2025-03-08,19,84.03
2025-03-08,20,82.05
2025-03-08,21,80.17
2025-03-08,22,84.45
2025-03-08,23,81.52
2025-03-08,24,79.69
2025-03-08,25,83.61
2025-03-08,26,89.45
2025-03-08,27,83.68
2025-03-08,28,90.44
2025-03-08,29,91.68
2025-03-08,30,91.96
2025-03-08,31,97.98
2025-03-08,32,98.01
2025-03-08,33,110.35
2025-03-08,34,109.48
2025-03-08,35,122.39
2025-03-08,36,117.96
2025-03-08,37,112.91
2025-03-08,38,113.81
2025-03-08,39,97.25
2025-03-08,40,90.16
2025-03-08,41,78.26
2025-03-08,42,84.47
2025-03-08,43,81.7
2025-03-08,44,63.58
2025-03-08,45,63.85
2025-03-08,46,64.75
2025-03-08,47,60.1
2025-03-08,48,59.98
2025-03-09,1,58.25
2025-03-09,2,55.03
2025-03-09,3,51.95
2025-03-09,4,46.17
2025-03-09,5,56.16
2025-03-09,6,51.8
2025-03-09,7,46.73
2025-03-09,8,53.19
2025-03-09,9,56.11
2025-03-09,10,54.28
2025-03-09,11,57.59
2025-03-09,12,60.23
2025-03-09,13,61.12
2025-03-09,14,68.74
2025-03-09,15,76.21
2025-03-09,16,81.61
2025-03-09,17,83.66
2025-03-09,18,79.38
2025-03-09,19,84.94
2025-03-09,20,83.88
2025-03-09,21,78.75
2025-03-09,22,79.7
2025-03-09,23,84.8
2025-03-09,24,88.61
2025-03-09,25,77.18
2025-03-09,26,92.48
2025-03-09,27,92.17
2025-03-09,28,90.14
2025-03-09,29,90.67
2025-03-09,30,96.29
2025-03-09,31,96.3
2025-03-09,32,103.28
2025-03-09,33,103.69
2025-03-09,34,107.64
2025-03-09,35,127.09
2025-03-09,36,118.23
2025-03-09,37,115.67
2025-03-09,38,108.73
2025-03-09,39,97.77
2025-03-09,40,91.65
2025-03-09,41,85.69
2025-03-09,42,78.22
2025-03-09,43,70.98
2025-03-09,44,71.98
2025-03-09,45,67.67
2025-03-09,46,65.85
2025-03-09,47,64.8
2025-03-09,48,59.25
2025-03-10,1,63.76
2025-03-10,2,62.17
2025-03-10,3,64.18
2025-03-10,4,59.33
2025-03-10,5,52.47
2025-03-10,6,59.03
2025-03-10,7,55.58
2025-03-10,8,62.12
2025-03-10,9,64.16
2025-03-10,10,53.71
2025-03-10,11,61.63
2025-03-10,12,69.48
2025-03-10,13,66.82
2025-03-10,14,80.76
2025-03-10,15,87.21
2025-03-10,16,87.13
2025-03-10,17,88.11
2025-03-10,18,83.75
2025-03-10,19,96.61
2025-03-10,20,100.94
2025-03-10,21,99.62
2025-03-10,22,91.62
2025-03-10,23,88.63
2025-03-10,24,97.51
2025-03-10,25,95.15
2025-03-10,26,99.25
2025-03-10,27,100.37
2025-03-10,28,101.59
2025-03-10,29,107.94
2025-03-10,30,111.59
2025-03-10,31,109.92
2025-03-10,32,114.13
2025-03-10,33,114.16
2025-03-10,34,128.46
2025-03-10,35,129.05
2025-03-10,36,135.35
2025-03-10,37,128.79
2025-03-10,38,122.41
2025-03-10,39,117.77
2025-03-10,40,106.82
2025-03-10,41,96.21
2025-03-10,42,96.26
2025-03-10,43,86.78
2025-03-10,44,77.72
2025-03-10,45,74.33
2025-03-10,46,75.98
2025-03-10,47,71.03
2025-03-10,48,63.42
2025-03-11,1,66.76
2025-03-11,2,65.39
2025-03-11,3,61.36
2025-03-11,4,59.96
2025-03-11,5,66.42
2025-03-11,6,63.51
2025-03-11,7,57.66
2025-03-11,8,55.77
2025-03-11,9,58.42
2025-03-11,10,66.15
2025-03-11,11,69.25
2025-03-11,12,70.08
2025-03-11,13,65.77
2025-03-11,14,80.41
2025-03-11,15,87.97
2025-03-11,16,88.2
2025-03-11,17,98.85
2025-03-11,18,87.43
2025-03-11,19,95.81
2025-03-11,20,88.57
2025-03-11,21,96.4
2025-03-11,22,94.57
2025-03-11,23,99.93
2025-03-11,24,95.87
2025-03-11,25,93.75
2025-03-11,26,95.08
2025-03-11,27,97.85
2025-03-11,28,98.87
2025-03-11,29,108.9
2025-03-11,30,112.11
2025-03-11,31,105.69
2025-03-11,32,117.62
2025-03-11,33,124.03
2025-03-11,34,126.33
2025-03-11,35,134.77
2025-03-11,36,139.11
2025-03-11,37,133.31
2025-03-11,38,128.34
2025-03-11,39,111.3
2025-03-11,40,105.06
2025-03-11,41,93.32
2025-03-11,42,90.2
2025-03-11,43,84.89
2025-03-11,44,82.98
2025-03-11,45,80.84
2025-03-11,46,75.36
2025-03-11,47,66.57
2025-03-11,48,62.29
2025-03-12,1,69.75
2025-03-12,2,58.52
2025-03-12,3,59.61
2025-03-12,4,65.79
2025-03-12,5,61.29
2025-03-12,6,61.81
2025-03-12,7,61.29
2025-03-12,8,61.6
2025-03-12,9,67.86
2025-03-12,10,62.4
2025-03-12,11,60.29
2025-03-12,12,70.21
2025-03-12,13,69.75
2025-03-12,14,76.72
2025-03-12,15,83.99
2025-03-12,16,83.95
2025-03-12,17,88.61
2025-03-12,18,94.33
2025-03-12,19,90.59
2025-03-12,20,96.26
2025-03-12,21,87.93
2025-03-12,22,87.88
2025-03-12,23,100.06
2025-03-12,24,87.46
2025-03-12,25,94.97
2025-03-12,26,104.16
2025-03-12,27,98.44
2025-03-12,28,105.99
2025-03-12,29,105.8
2025-03-12,30,106.65
2025-03-12,31,110.81
2025-03-12,32,108.63
2025-03-12,33,122.13
2025-03-12,34,129.98
2025-03-12,35,133.54
2025-03-12,36,142.72
2025-03-12,37,130.47
2025-03-12,38,125.09
2025-03-12,39,118.48
2025-03-12,40,106.75
2025-03-12,41,95.74
2025-03-12,42,88.64
2025-03-12,43,81.92
2025-03-12,44,80.68
2025-03-12,45,74.68
2025-03-12,46,74.89
2025-03-12,47,65.76
2025-03-12,48,68.08
2025-03-13,1,60.43
2025-03-13,2,56.22
2025-03-13,3,66.04
2025-03-13,4,57.02
2025-03-13,5,58.41
2025-03-13,6,56.97
2025-03-13,7,56.76
2025-03-13,8,53.75
2025-03-13,9,58.1
2025-03-13,10,64.43
2025-03-13,11,64.12
2025-03-13,12,69.46
2025-03-13,13,69.8
2025-03-13,14,80.53
2025-03-13,15,80.21
2025-03-13,16,78.53
2025-03-13,17,91.64
2025-03-13,18,95.21
2025-03-13,19,90.26
2025-03-13,20,96.88
2025-03-13,21,88.19
2025-03-13,22,94.24
2025-03-13,23,99.13
2025-03-13,24,93.44
2025-03-13,25,93.88
2025-03-13,26,96.03
2025-03-13,27,104.76
2025-03-13,28,101.9
2025-03-13,29,111.45
2025-03-13,30,107.46
2025-03-13,31,108.37
2025-03-13,32,114.41
2025-03-13,33,123.27
2025-03-13,34,120.49
2025-03-13,35,130.3
2025-03-13,36,130.63
2025-03-13,37,129.9
2025-03-13,38,129.96
2025-03-13,39,113.69
2025-03-13,40,96.57
2025-03-13,41,92.13
2025-03-13,42,89.74
2025-03-13,43,83.43
2025-03-13,44,85.15
2025-03-13,45,78.96
2025-03-13,46,75.88
2025-03-13,47,68.71
2025-03-13,48,71.68
2025-03-14,1,64.12
2025-03-14,2,65.37
2025-03-14,3,62.02
2025-03-14,4,63.14
2025-03-14,5,63.2
2025-03-14,6,61.36
2025-03-14,7,58.0
2025-03-14,8,61.47
2025-03-14,9,69.13
2025-03-14,10,55.68
2025-03-14,11,65.88
2025-03-14,12,74.56
2025-03-14,13,66.86
2025-03-14,14,80.68
2025-03-14,15,86.53
2025-03-14,16,80.79
2025-03-14,17,92.93
2025-03-14,18,90.76
2025-03-14,19,91.97
2025-03-14,20,90.49
2025-03-14,21,96.55
2025-03-14,22,90.82
2025-03-14,23,90.0
2025-03-14,24,91.21
2025-03-14,25,93.12
2025-03-14,26,91.83
2025-03-14,27,96.05
2025-03-14,28,100.45
2025-03-14,29,104.16
2025-03-14,30,110.82
2025-03-14,31,111.6
2025-03-14,32,114.48
2025-03-14,33,118.59
2025-03-14,34,129.42
2025-03-14,35,131.31
2025-03-14,36,131.69
2025-03-14,37,129.58
2025-03-14,38,123.88
2025-03-14,39,114.19
2025-03-14,40,103.25
2025-03-14,41,92.28
2025-03-14,42,85.96
2025-03-14,43,86.19
2025-03-14,44,76.71
2025-03-14,45,69.5
2025-03-14,46,76.57
2025-03-14,47,65.59
2025-03-14,48,67.21
2025-03-15,1,57.37
2025-03-15,2,51.21
2025-03-15,3,55.39
2025-03-15,4,55.19
2025-03-15,5,46.71
2025-03-15,6,48.95
2025-03-15,7,46.77
2025-03-15,8,54.13
2025-03-15,9,53.45
2025-03-15,10,53.87
2025-03-15,11,55.57
2025-03-15,12,60.26
2025-03-15,13,64.14
2025-03-15,14,65.28
2025-03-15,15,69.38
2025-03-15,16,75.81
2025-03-15,17,78.26
2025-03-15,18,88.81
2025-03-15,19,79.35
2025-03-15,20,81.67
2025-03-15,21,81.95
2025-03-15,22,85.66
2025-03-15,23,77.33
2025-03-15,24,86.93
2025-03-15,25,82.29
2025-03-15,26,94.34
2025-03-15,27,87.36
2025-03-15,28,82.78
2025-03-15,29,89.16
2025-03-15,30,98.33
2025-03-15,31,97.37
2025-03-15,32,101.84
2025-03-15,33,110.45
2025-03-15,34,111.12
2025-03-15,35,114.75
2025-03-15,36,112.03
2025-03-15,37,119.66
2025-03-15,38,101.96
2025-03-15,39,99.9
2025-03-15,40,93.09
2025-03-15,41,83.7
2025-03-15,42,72.54
2025-03-15,43,68.63
2025-03-15,44,70.87
2025-03-15,45,62.57
2025-03-15,46,54.81
2025-03-15,47,62.39
2025-03-15,48,55.34
2025-03-16,1,58.91
2025-03-16,2,52.87
2025-03-16,3,61.07
2025-03-16,4,51.09
2025-03-16,5,46.68
2025-03-16,6,49.69
2025-03-16,7,54.29
2025-03-16,8,48.74
2025-03-16,9,53.84
2025-03-16,10,56.15
2025-03-16,11,51.06
2025-03-16,12,56.52
2025-03-16,13,63.96
2025-03-16,14,69.85
2025-03-16,15,69.53
2025-03-16,16,76.41
2025-03-16,17,77.63
2025-03-16,18,83.22
2025-03-16,19,82.7
2025-03-16,20,78.76
2025-03-16,21,81.74
2025-03-16,22,78.15
2025-03-16,23,82.14
2025-03-16,24,83.2
2025-03-16,25,92.09
2025-03-16,26,82.72
2025-03-16,27,85.06
2025-03-16,28,84.82
2025-03-16,29,85.53
2025-03-16,30,90.86
2025-03-16,31,99.39
2025-03-16,32,104.7
2025-03-16,33,108.4
2025-03-16,34,110.95
2025-03-16,35,113.25
2025-03-16,36,111.77
2025-03-16,37,110.15
2025-03-16,38,101.32
2025-03-16,39,104.33
2025-03-16,40,98.22
2025-03-16,41,75.74
2025-03-16,42,78.46
2025-03-16,43,73.48
2025-03-16,44,69.39
2025-03-16,45,63.1
2025-03-16,46,66.98
2025-03-16,47,62.28
2025-03-16,48,62.78
2025-03-17,1,63.93
2025-03-17,2,59.25
2025-03-17,3,68.98
2025-03-17,4,59.41
2025-03-17,5,53.83
2025-03-17,6,68.49
2025-03-17,7,60.1
2025-03-17,8,62.01
2025-03-17,9,66.33
2025-03-17,10,63.5
2025-03-17,11,67.21
2025-03-17,12,66.79
2025-03-17,13,73.8
2025-03-17,14,75.8
2025-03-17,15,81.11
2025-03-17,16,86.33
2025-03-17,17,87.62
2025-03-17,18,92.97
2025-03-17,19,93.32
2025-03-17,20,94.17
2025-03-17,21,92.98
2025-03-17,22,98.38
2025-03-17,23,95.18
2025-03-17,24,91.26
2025-03-17,25,95.38
2025-03-17,26,100.86
2025-03-17,27,93.18
2025-03-17,28,107.06
2025-03-17,29,98.45
2025-03-17,30,108.58
2025-03-17,31,109.59
2025-03-17,32,115.04
2025-03-17,33,116.23
2025-03-17,34,130.63
2025-03-17,35,125.35
2025-03-17,36,124.97
2025-03-17,37,131.92
2025-03-17,38,127.78
2025-03-17,39,109.34
2025-03-17,40,106.94
2025-03-17,41,97.75
2025-03-17,42,87.19
2025-03-17,43,87.34
2025-03-17,44,76.99
2025-03-17,45,76.23
2025-03-17,46,66.22
2025-03-17,47,63.84
2025-03-17,48,71.09
2025-03-18,1,66.12
2025-03-18,2,55.37
2025-03-18,3,60.48
2025-03-18,4,63.3
2025-03-18,5,60.07
2025-03-18,6,60.34
2025-03-18,7,55.33
2025-03-18,8,59.64
2025-03-18,9,59.02
2025-03-18,10,60.03
2025-03-18,11,60.38
2025-03-18,12,70.01
2025-03-18,13,72.01
2025-03-18,14,76.66
2025-03-18,15,89.12
2025-03-18,16,87.46
2025-03-18,17,93.71
2025-03-18,18,91.74
2025-03-18,19,89.59
2025-03-18,20,86.36
2025-03-18,21,91.08
2025-03-18,22,79.42
2025-03-18,23,91.75
2025-03-18,24,93.05
2025-03-18,25,92.38
2025-03-18,26,94.52
2025-03-18,27,91.66
2025-03-18,28,104.22
2025-03-18,29,99.86
2025-03-18,30,100.74
2025-03-18,31,111.37
2025-03-18,32,115.3
2025-03-18,33,119.6
2025-03-18,34,124.72
2025-03-18,35,130.04
2025-03-18,36,135.69
2025-03-18,37,128.74
2025-03-18,38,120.08
2025-03-18,39,115.05
2025-03-18,40,102.69
2025-03-18,41,95.85
2025-03-18,42,87.86
2025-03-18,43,84.08
2025-03-18,44,75.61
2025-03-18,45,69.35
2025-03-18,46,74.62
2025-03-18,47,74.48
2025-03-18,48,61.83
2025-03-19,1,67.12
2025-03-19,2,64.22
2025-03-19,3,63.21
2025-03-19,4,53.44
2025-03-19,5,56.26
2025-03-19,6,62.06
2025-03-19,7,55.98
2025-03-19,8,51.91
2025-03-19,9,62.44
2025-03-19,10,58.32
2025-03-19,11,67.14
2025-03-19,12,66.06
2025-03-19,13,69.28
2025-03-19,14,80.88
2025-03-19,15,75.44
2025-03-19,16,91.01
2025-03-19,17,86.05
2025-03-19,18,91.0
2025-03-19,19,91.39
2025-03-19,20,88.58
2025-03-19,21,86.76
2025-03-19,22,88.29
2025-03-19,23,86.3
2025-03-19,24,99.32
2025-03-19,25,91.01
2025-03-19,26,99.21
2025-03-19,27,100.44
2025-03-19,28,99.79
2025-03-19,29,100.33
2025-03-19,30,105.05
2025-03-19,31,111.11
2025-03-19,32,114.87
2025-03-19,33,114.36
2025-03-19,34,244.78
2025-03-19,35,261.57
2025-03-19,36,245.23
2025-03-19,37,253.12
2025-03-19,38,244.78
2025-03-19,39,237.81
2025-03-19,40,97.67
2025-03-19,41,95.33
2025-03-19,42,87.79
2025-03-19,43,92.49
2025-03-19,44,77.64
2025-03-19,45,79.05
2025-03-19,46,64.76
2025-03-19,47,72.3
2025-03-19,48,66.88
2025-03-20,1,60.52
2025-03-20,2,70.05
2025-03-20,3,60.15
2025-03-20,4,59.37
2025-03-20,5,55.88
2025-03-20,6,54.05
2025-03-20,7,57.43
2025-03-20,8,58.33
2025-03-20,9,58.66
2025-03-20,10,67.05
2025-03-20,11,62.16
2025-03-20,12,65.56
2025-03-20,13,73.41
2025-03-20,14,74.48
2025-03-20,15,82.53
2025-03-20,16,79.87
2025-03-20,17,83.22
2025-03-20,18,90.52
2025-03-20,19,89.46
2025-03-20,20,86.74
2025-03-20,21,89.99
2025-03-20,22,90.3
2025-03-20,23,87.21
2025-03-20,24,89.09
2025-03-20,25,93.49
2025-03-20,26,90.16
2025-03-20,27,93.59
2025-03-20,28,100.14
2025-03-20,29,100.43
2025-03-20,30,102.01
2025-03-20,31,104.84
2025-03-20,32,110.03
2025-03-20,33,119.69
2025-03-20,34,133.82
2025-03-20,35,131.44
2025-03-20,36,124.09
2025-03-20,37,128.83
2025-03-20,38,116.37
2025-03-20,39,110.86
2025-03-20,40,99.53
2025-03-20,41,101.7
2025-03-20,42,82.13
2025-03-20,43,82.42
2025-03-20,44,74.12
2025-03-20,45,76.36
2025-03-20,46,71.69
2025-03-20,47,73.01
2025-03-20,48,68.62
2025-03-21,1,64.06
2025-03-21,2,60.65
2025-03-21,3,63.05
2025-03-21,4,62.0
2025-03-21,5,64.03
2025-03-21,6,63.22
2025-03-21,7,57.47
2025-03-21,8,54.24
2025-03-21,9,55.49
2025-03-21,10,61.43
2025-03-21,11,63.08
2025-03-21,12,66.71
2025-03-21,13,67.77
2025-03-21,14,80.65
2025-03-21,15,74.2
2025-03-21,16,82.33
2025-03-21,17,83.69
2025-03-21,18,88.89
2025-03-21,19,95.06
2025-03-21,20,88.51
2025-03-21,21,89.6
2025-03-21,22,91.81
2025-03-21,23,88.39
2025-03-21,24,92.38
2025-03-21,25,93.3
2025-03-21,26,89.4
2025-03-21,27,93.81
2025-03-21,28,99.08
2025-03-21,29,105.3
2025-03-21,30,108.68
2025-03-21,31,116.46
2025-03-21,32,115.63
2025-03-21,33,118.14
2025-03-21,34,240.38
2025-03-21,35,243.63
2025-03-21,36,242.69
2025-03-21,37,242.44
2025-03-21,38,236.06
2025-03-21,39,221.15
2025-03-21,40,105.88
2025-03-21,41,85.93
2025-03-21,42,85.48
2025-03-21,43,85.48
2025-03-21,44,79.02
2025-03-21,45,71.73
2025-03-21,46,78.15
2025-03-21,47,66.0
2025-03-21,48,57.51
2025-03-22,1,56.98
2025-03-22,2,50.92
2025-03-22,3,51.14
2025-03-22,4,56.8
2025-03-22,5,59.03
2025-03-22,6,55.0
2025-03-22,7,58.17
2025-03-22,8,48.11
2025-03-22,9,45.24
2025-03-22,10,52.59
2025-03-22,11,57.99
2025-03-22,12,50.17
2025-03-22,13,57.6
2025-03-22,14,62.42
2025-03-22,15,71.66
2025-03-22,16,75.18
2025-03-22,17,74.07
2025-03-22,18,79.4
2025-03-22,19,74.41
2025-03-22,20,76.92
2025-03-22,21,73.16
2025-03-22,22,77.58
2025-03-22,23,75.49
2025-03-22,24,82.43
2025-03-22,25,80.83
2025-03-22,26,81.45
2025-03-22,27,90.97
2025-03-22,28,87.18
2025-03-22,29,86.37
2025-03-22,30,88.48
2025-03-22,31,90.05
2025-03-22,32,99.43
2025-03-22,33,106.28
2025-03-22,34,102.2
2025-03-22,35,107.43
2025-03-22,36,111.03
2025-03-22,37,105.71
2025-03-22,38,104.52
2025-03-22,39,97.62
2025-03-22,40,88.55
2025-03-22,41,84.0
2025-03-22,42,73.4
2025-03-22,43,70.75
2025-03-22,44,63.15
2025-03-22,45,65.29
2025-03-22,46,61.92
2025-03-22,47,54.62
2025-03-22,48,56.83
2025-03-23,1,56.52
2025-03-23,2,62.27
2025-03-23,3,52.52
2025-03-23,4,48.31
2025-03-23,5,48.79
2025-03-23,6,52.45
2025-03-23,7,52.39
2025-03-23,8,51.52
2025-03-23,9,47.98
2025-03-23,10,57.05
2025-03-23,11,62.32
2025-03-23,12,57.5
2025-03-23,13,68.33
2025-03-23,14,68.92
2025-03-23,15,78.86
2025-03-23,16,75.89
2025-03-23,17,77.44
2025-03-23,18,81.77
2025-03-23,19,76.97
2025-03-23,20,79.98
2025-03-23,21,83.26
2025-03-23,22,81.18
2025-03-23,23,78.29
2025-03-23,24,80.18
2025-03-23,25,83.68
2025-03-23,26,84.97
2025-03-23,27,86.6
2025-03-23,28,86.7
2025-03-23,29,84.24
2025-03-23,30,87.83
2025-03-23,31,96.28
2025-03-23,32,102.67
2025-03-23,33,107.49
2025-03-23,34,106.77
2025-03-23,35,111.88
2025-03-23,36,108.0
2025-03-23,37,104.15
2025-03-23,38,104.3
2025-03-23,39,101.98
2025-03-23,40,89.12
2025-03-23,41,89.14
2025-03-23,42,74.81
2025-03-23,43,70.8
2025-03-23,44,62.97
2025-03-23,45,62.53
2025-03-23,46,56.64
2025-03-23,47,53.02
2025-03-23,48,52.56
2025-03-24,1,55.42
2025-03-24,2,62.36
2025-03-24,3,57.18
2025-03-24,4,58.51
2025-03-24,5,62.87
2025-03-24,6,57.54
2025-03-24,7,63.16
2025-03-24,8,57.13
2025-03-24,9,62.2
2025-03-24,10,57.39
2025-03-24,11,62.22
2025-03-24,12,61.25
2025-03-24,13,65.91
2025-03-24,14,73.21
2025-03-24,15,73.93
2025-03-24,16,84.43
2025-03-24,17,85.86
2025-03-24,18,89.71
2025-03-24,19,83.87
2025-03-24,20,91.52
2025-03-24,21,95.04
2025-03-24,22,94.16
2025-03-24,23,96.4
2025-03-24,24,90.05
2025-03-24,25,89.91
2025-03-24,26,94.88
2025-03-24,27,93.7
2025-03-24,28,89.67
2025-03-24,29,102.39
2025-03-24,30,101.52
2025-03-24,31,101.06
2025-03-24,32,110.45
2025-03-24,33,117.68
2025-03-24,34,124.0
2025-03-24,35,127.46
2025-03-24,36,133.08
2025-03-24,37,119.08
2025-03-24,38,117.12
2025-03-24,39,105.81
2025-03-24,40,105.48
2025-03-24,41,90.05
2025-03-24,42,84.08
2025-03-24,43,84.23
2025-03-24,44,81.08
2025-03-24,45,78.27
2025-03-24,46,62.95
2025-03-24,47,68.97
2025-03-24,48,65.9
2025-03-25,1,68.06
2025-03-25,2,52.81
2025-03-25,3,63.84
2025-03-25,4,57.34
2025-03-25,5,50.3
2025-03-25,6,58.92
2025-03-25,7,60.56
2025-03-25,8,55.79
2025-03-25,9,53.74
2025-03-25,10,66.21
2025-03-25,11,58.89
2025-03-25,12,69.38
2025-03-25,13,62.86
2025-03-25,14,75.51
2025-03-25,15,80.51
2025-03-25,16,86.98
2025-03-25,17,92.73
2025-03-25,18,85.2
2025-03-25,19,90.88
2025-03-25,20,82.93
2025-03-25,21,82.42
2025-03-25,22,85.58
2025-03-25,23,90.1
2025-03-25,24,96.27
2025-03-25,25,98.43
2025-03-25,26,91.17
2025-03-25,27,95.54
2025-03-25,28,100.05
2025-03-25,29,101.82
2025-03-25,30,101.41
2025-03-25,31,106.85
2025-03-25,32,111.63
2025-03-25,33,117.26
2025-03-25,34,122.14
2025-03-25,35,126.43
2025-03-25,36,125.52
2025-03-25,37,119.24
2025-03-25,38,120.75
2025-03-25,39,110.99
2025-03-25,40,107.6
2025-03-25,41,93.43
2025-03-25,42,83.47
2025-03-25,43,77.23
2025-03-25,44,75.7
2025-03-25,45,74.33
2025-03-25,46,68.29
2025-03-25,47,60.91
2025-03-25,48,61.63
2025-03-26,1,62.4
2025-03-26,2,61.13
2025-03-26,3,63.4
2025-03-26,4,54.26
2025-03-26,5,56.73
2025-03-26,6,51.98
2025-03-26,7,57.62
2025-03-26,8,56.21
2025-03-26,9,62.03
2025-03-26,10,59.13
2025-03-26,11,59.57
2025-03-26,12,63.52
2025-03-26,13,75.56
2025-03-26,14,67.29
2025-03-26,15,76.16
2025-03-26,16,83.33
2025-03-26,17,83.89
2025-03-26,18,90.09
2025-03-26,19,88.25
2025-03-26,20,89.09
2025-03-26,21,88.08
2025-03-26,22,87.16
2025-03-26,23,82.97
2025-03-26,24,89.93
2025-03-26,25,83.6
2025-03-26,26,89.56
2025-03-26,27,95.93
2025-03-26,28,100.69
2025-03-26,29,107.79
2025-03-26,30,100.0
2025-03-26,31,102.69
2025-03-26,32,113.75
2025-03-26,33,125.15
2025-03-26,34,129.18
2025-03-26,35,122.3
2025-03-26,36,126.12
2025-03-26,37,126.73
2025-03-26,38,120.55
2025-03-26,39,110.9
2025-03-26,40,97.93
2025-03-26,41,93.95
2025-03-26,42,88.55
2025-03-26,43,75.72
2025-03-26,44,80.55
2025-03-26,45,75.82
2025-03-26,46,66.05
2025-03-26,47,70.25
2025-03-26,48,67.61
2025-03-27,1,62.27
2025-03-27,2,58.33
2025-03-27,3,52.29
2025-03-27,4,61.11
2025-03-27,5,54.4
2025-03-27,6,52.16
2025-03-27,7,56.62
2025-03-27,8,55.44
2025-03-27,9,51.47
2025-03-27,10,53.4
2025-03-27,11,62.46
