date,period,product,avail_gbp_mw_h
2025-04-11,31,BRneg,0.322
2025-04-11,32,BRpos,2.724
2025-04-11,32,BRneg,0.787
2025-04-11,33,BRpos,2.255
2025-04-11,33,BRneg,1.182
2025-04-11,34,BRpos,2.474
2025-04-11,34,BRneg,2.871
2025-04-11,35,BRpos,2.838
2025-04-11,35,BRneg,3.731
2025-04-11,36,BRpos,3.012
2025-04-11,36,BRneg,2.32
2025-04-11,37,BRpos,3.015
2025-04-11,37,BRneg,3.887
2025-04-11,38,BRpos,6.773
2025-04-11,38,BRneg,4.707
2025-04-11,39,BRpos,2.531
2025-04-11,39,BRneg,1.32
2025-04-11,40,BRpos,2.51
2025-04-11,40,BRneg,0.84
2025-04-11,41,BRpos,4.863
2025-04-11,41,BRneg,1.274
2025-04-11,42,BRpos,1.215
2025-04-11,42,BRneg,1.581
2025-04-11,43,BRpos,4.464
2025-04-11,43,BRneg,1.059
2025-04-11,44,BRpos,2.563
2025-04-11,44,BRneg,1.194
2025-04-11,45,BRpos,1.481
2025-04-11,45,BRneg,1.643
2025-04-11,46,BRpos,4.357
2025-04-11,46,BRneg,1.213
2025-04-11,47,BRpos,2.549
2025-04-11,47,BRneg,1.549
2025-04-11,48,BRpos,3.665
2025-04-11,48,BRneg,1.883
2025-04-12,1,BRpos,1.914
2025-04-12,1,BRneg,3.057
2025-04-12,2,BRpos,3.815
2025-04-12,2,BRneg,2.071
2025-04-12,3,BRpos,7.803
2025-04-12,3,BRneg,1.765
2025-04-12,4,BRpos,2.582
2025-04-12,4,BRneg,1.328
2025-04-12,5,BRpos,1.961
2025-04-12,5,BRneg,1.131
2025-04-12,6,BRpos,2.502
2025-04-12,6,BRneg,1.915
2025-04-12,7,BRpos,1.621
2025-04-12,7,BRneg,0.914
2025-04-12,8,BRpos,1.984
2025-04-12,8,BRneg,1.742
2025-04-12,9,BRpos,3.084
2025-04-12,9,BRneg,2.266
2025-04-12,10,BRpos,2.166
2025-04-12,10,BRneg,0.63
2025-04-12,11,BRpos,2.513
2025-04-12,11,BRneg,1.523
2025-04-12,12,BRpos,10.912
2025-04-12,12,BRneg,2.339
2025-04-12,13,BRpos,2.469
2025-04-12,13,BRneg,1.481
2025-04-12,14,BRpos,1.532
2025-04-12,14,BRneg,2.399
2025-04-12,15,BRpos,3.079
2025-04-12,15,BRneg,2.102
2025-04-12,16,BRpos,4.436
2025-04-12,16,BRneg,1.333
2025-04-12,17,BRpos,0.42
2025-04-12,17,BRneg,0.933
2025-04-12,18,BRpos,3.82
2025-04-12,18,BRneg,2.178
2025-04-12,19,BRpos,1.066
2025-04-12,19,BRneg,0.66
2025-04-12,20,BRpos,2.468
2025-04-12,20,BRneg,1.041
2025-04-12,21,BRpos,4.32
2025-04-12,21,BRneg,1.381
2025-04-12,22,BRpos,3.624
2025-04-12,22,BRneg,1.065
2025-04-12,23,BRpos,2.392
2025-04-12,23,BRneg,1.652
2025-04-12,24,BRpos,1.393
2025-04-12,24,BRneg,1.29
2025-04-12,25,BRpos,1.973
2025-04-12,25,BRneg,1.043
2025-04-12,26,BRpos,1.848
2025-04-12,26,BRneg,0.501
2025-04-12,27,BRpos,2.667
2025-04-12,27,BRneg,1.697
2025-04-12,28,BRpos,1.397
2025-04-12,28,BRneg,1.587
2025-04-12,29,BRpos,4.938
2025-04-12,29,BRneg,1.621
2025-04-12,30,BRpos,4.179
2025-04-12,30,BRneg,0.971
2025-04-12,31,BRpos,1.678
2025-04-12,31,BRneg,1.297
2025-04-12,32,BRpos,2.423
2025-04-12,32,BRneg,2.785
2025-04-12,33,BRpos,2.973
2025-04-12,33,BRneg,2.459
2025-04-12,34,BRpos,5.052
2025-04-12,34,BRneg,2.552
2025-04-12,35,BRpos,3.281
2025-04-12,35,BRneg,1.124
2025-04-12,36,BRpos,3.013
2025-04-12,36,BRneg,0.887
2025-04-12,37,BRpos,2.097
2025-04-12,37,BRneg,2.19
2025-04-12,38,BRpos,4.748
2025-04-12,38,BRneg,2.757
2025-04-12,39,BRpos,3.663
2025-04-12,39,BRneg,3.445
2025-04-12,40,BRpos,1.626
2025-04-12,40,BRneg,0.774
2025-04-12,41,BRpos,4.062
2025-04-12,41,BRneg,1.584
2025-04-12,42,BRpos,4.868
2025-04-12,42,BRneg,1.393
2025-04-12,43,BRpos,1.36
2025-04-12,43,BRneg,2.272
2025-04-12,44,BRpos,2.673
2025-04-12,44,BRneg,0.697
2025-04-12,45,BRpos,2.793
2025-04-12,45,BRneg,2.471
2025-04-12,46,BRpos,1.042
2025-04-12,46,BRneg,0.783
2025-04-12,47,BRpos,2.43
2025-04-12,47,BRneg,1.093
2025-04-12,48,BRpos,7.244
2025-04-12,48,BRneg,2.869
2025-04-13,1,BRpos,6.527
2025-04-13,1,BRneg,0.951
2025-04-13,2,BRpos,2.648
2025-04-13,2,BRneg,2.005
2025-04-13,3,BRpos,4.425
2025-04-13,3,BRneg,1.665
2025-04-13,4,BRpos,1.814
2025-04-13,4,BRneg,2.336
2025-04-13,5,BRpos,3.335
2025-04-13,5,BRneg,1.071
2025-04-13,6,BRpos,8.158
2025-04-13,6,BRneg,2.256
2025-04-13,7,BRpos,2.276
2025-04-13,7,BRneg,0.801
2025-04-13,8,BRpos,2.585
2025-04-13,8,BRneg,1.665
2025-04-13,9,BRpos,4.09
2025-04-13,9,BRneg,0.683
2025-04-13,10,BRpos,3.584
2025-04-13,10,BRneg,2.088
2025-04-13,11,BRpos,3.077
2025-04-13,11,BRneg,1.969
2025-04-13,12,BRpos,2.504
2025-04-13,12,BRneg,0.724
2025-04-13,13,BRpos,2.953
2025-04-13,13,BRneg,1.285
2025-04-13,14,BRpos,2.75
2025-04-13,14,BRneg,1.135
2025-04-13,15,BRpos,8.819
2025-04-13,15,BRneg,0.684
2025-04-13,16,BRpos,3.205
2025-04-13,16,BRneg,1.462
2025-04-13,17,BRpos,3.353
2025-04-13,17,BRneg,2.011
2025-04-13,18,BRpos,3.865
2025-04-13,18,BRneg,0.738
2025-04-13,19,BRpos,2.801
2025-04-13,19,BRneg,0.767
2025-04-13,20,BRpos,3.98
2025-04-13,20,BRneg,0.692
2025-04-13,21,BRpos,8.217
2025-04-13,21,BRneg,0.636
2025-04-13,22,BRpos,7.832
2025-04-13,22,BRneg,1.278
2025-04-13,23,BRpos,1.655
2025-04-13,23,BRneg,0.571
2025-04-13,24,BRpos,3.188
2025-04-13,24,BRneg,2.119
2025-04-13,25,BRpos,4.031
2025-04-13,25,BRneg,0.807
2025-04-13,26,BRpos,4.118
2025-04-13,26,BRneg,1.577
2025-04-13,27,BRpos,2.563
2025-04-13,27,BRneg,2.07
2025-04-13,28,BRpos,1.169
2025-04-13,28,BRneg,0.942
2025-04-13,29,BRpos,3.738
2025-04-13,29,BRneg,0.91
2025-04-13,30,BRpos,2.755
2025-04-13,30,BRneg,3.12
2025-04-13,31,BRpos,2.924
2025-04-13,31,BRneg,1.854
2025-04-13,32,BRpos,3.967
2025-04-13,32,BRneg,1.362
2025-04-13,33,BRpos,4.245
2025-04-13,33,BRneg,1.042
2025-04-13,34,BRpos,4.473
2025-04-13,34,BRneg,1.616
2025-04-13,35,BRpos,4.013
2025-04-13,35,BRneg,1.816
2025-04-13,36,BRpos,2.723
2025-04-13,36,BRneg,2.082
2025-04-13,37,BRpos,8.661
2025-04-13,37,BRneg,2.479
2025-04-13,38,BRpos,4.215
2025-04-13,38,BRneg,2.09
2025-04-13,39,BRpos,2.907
2025-04-13,39,BRneg,1.899
2025-04-13,40,BRpos,1.194
2025-04-13,40,BRneg,1.415
2025-04-13,41,BRpos,2.373
2025-04-13,41,BRneg,0.582
2025-04-13,42,BRpos,2.799
2025-04-13,42,BRneg,1.799
2025-04-13,43,BRpos,2.251
2025-04-13,43,BRneg,2.147
2025-04-13,44,BRpos,8.991
2025-04-13,44,BRneg,1.048
2025-04-13,45,BRpos,1.167
2025-04-13,45,BRneg,1.266
2025-04-13,46,BRpos,1.466
2025-04-13,46,BRneg,1.606
2025-04-13,47,BRpos,4.191
2025-04-13,47,BRneg,1.005
2025-04-13,48,BRpos,4.762
2025-04-13,48,BRneg,1.489
2025-04-14,1,BRpos,2.268
2025-04-14,1,BRneg,1.754
2025-04-14,2,BRpos,4.241
2025-04-14,2,BRneg,2.156
2025-04-14,3,BRpos,2.953
2025-04-14,3,BRneg,1.604
2025-04-14,4,BRpos,2.437
2025-04-14,4,BRneg,1.213
2025-04-14,5,BRpos,3.003
2025-04-14,5,BRneg,1.664
2025-04-14,6,BRpos,1.887
2025-04-14,6,BRneg,1.47
2025-04-14,7,BRpos,3.27
2025-04-14,7,BRneg,1.567
2025-04-14,8,BRpos,3.51
2025-04-14,8,BRneg,0.599
2025-04-14,9,BRpos,2.93
2025-04-14,9,BRneg,0.74
2025-04-14,10,BRpos,5.523
2025-04-14,10,BRneg,1.589
2025-04-14,11,BRpos,3.562
2025-04-14,11,BRneg,0.454
2025-04-14,12,BRpos,6.112
2025-04-14,12,BRneg,1.092
2025-04-14,13,BRpos,5.451
2025-04-14,13,BRneg,1.642
2025-04-14,14,BRpos,3.459
2025-04-14,14,BRneg,1.134
2025-04-14,15,BRpos,2.442
2025-04-14,15,BRneg,1.54
2025-04-14,16,BRpos,3.172
2025-04-14,16,BRneg,1.635
2025-04-14,17,BRpos,5.356
2025-04-14,17,BRneg,2.404
2025-04-14,18,BRpos,4.001
2025-04-14,18,BRneg,2.338
2025-04-14,19,BRpos,3.198
2025-04-14,19,BRneg,0.792
2025-04-14,20,BRpos,3.411
2025-04-14,20,BRneg,2.641
2025-04-14,21,BRpos,3.032
2025-04-14,21,BRneg,0.98
2025-04-14,22,BRpos,1.649
2025-04-14,22,BRneg,0.929
2025-04-14,23,BRpos,1.43
2025-04-14,23,BRneg,1.238
2025-04-14,24,BRpos,4.031
2025-04-14,24,BRneg,1.27
2025-04-14,25,BRpos,4.37
2025-04-14,25,BRneg,1.877
2025-04-14,26,BRpos,2.696
2025-04-14,26,BRneg,1.033
2025-04-14,27,BRpos,1.472
2025-04-14,27,BRneg,0.886
2025-04-14,28,BRpos,2.001
2025-04-14,28,BRneg,0.957
2025-04-14,29,BRpos,2.833
2025-04-14,29,BRneg,0.794
2025-04-14,30,BRpos,2.066
2025-04-14,30,BRneg,0.509
2025-04-14,31,BRpos,3.155
2025-04-14,31,BRneg,1.261
2025-04-14,32,BRpos,2.553
2025-04-14,32,BRneg,2.2
2025-04-14,33,BRpos,1.95
2025-04-14,33,BRneg,0.613
2025-04-14,34,BRpos,7.014
2025-04-14,34,BRneg,2.018
2025-04-14,35,BRpos,2.818
2025-04-14,35,BRneg,3.136
2025-04-14,36,BRpos,9.377
2025-04-14,36,BRneg,1.553
2025-04-14,37,BRpos,5.825
2025-04-14,37,BRneg,2.034
2025-04-14,38,BRpos,3.417
2025-04-14,38,BRneg,2.036
2025-04-14,39,BRpos,3.68
2025-04-14,39,BRneg,3.331
2025-04-14,40,BRpos,1.559
2025-04-14,40,BRneg,1.517
2025-04-14,41,BRpos,4.069
2025-04-14,41,BRneg,1.299
2025-04-14,42,BRpos,3.872
2025-04-14,42,BRneg,0.893
2025-04-14,43,BRpos,1.558
2025-04-14,43,BRneg,1.439
2025-04-14,44,BRpos,4.41
2025-04-14,44,BRneg,0.607
2025-04-14,45,BRpos,2.493
2025-04-14,45,BRneg,0.686
2025-04-14,46,BRpos,3.957
2025-04-14,46,BRneg,2.282
2025-04-14,47,BRpos,4.227
2025-04-14,47,BRneg,2.445
2025-04-14,48,BRpos,2.781
2025-04-14,48,BRneg,0.845
2025-04-15,1,BRpos,2.23
2025-04-15,1,BRneg,1.482
2025-04-15,2,BRpos,1.593
2025-04-15,2,BRneg,0.767
2025-04-15,3,BRpos,2.422
2025-04-15,3,BRneg,0.977
2025-04-15,4,BRpos,1.733
2025-04-15,4,BRneg,1.933
2025-04-15,5,BRpos,3.471
2025-04-15,5,BRneg,1.155
2025-04-15,6,BRpos,1.266
2025-04-15,6,BRneg,1.552
2025-04-15,7,BRpos,3.713
2025-04-15,7,BRneg,2.687
2025-04-15,8,BRpos,2.123
2025-04-15,8,BRneg,3.474
2025-04-15,9,BRpos,6.479
2025-04-15,9,BRneg,1.713
2025-04-15,10,BRpos,3.608
2025-04-15,10,BRneg,0.884
2025-04-15,11,BRpos,7.401
2025-04-15,11,BRneg,1.396
2025-04-15,12,BRpos,2.186
2025-04-15,12,BRneg,0.479
2025-04-15,13,BRpos,4.186
2025-04-15,13,BRneg,1.316
2025-04-15,14,BRpos,5.252
2025-04-15,14,BRneg,1.421
2025-04-15,15,BRpos,2.506
2025-04-15,15,BRneg,0.644
2025-04-15,16,BRpos,2.308
2025-04-15,16,BRneg,1.024
2025-04-15,17,BRpos,3.552
2025-04-15,17,BRneg,0.952
2025-04-15,18,BRpos,1.412
2025-04-15,18,BRneg,2.425
2025-04-15,19,BRpos,4.196
2025-04-15,19,BRneg,0.854
2025-04-15,20,BRpos,6.429
2025-04-15,20,BRneg,1.345
2025-04-15,21,BRpos,2.123
2025-04-15,21,BRneg,1.516
2025-04-15,22,BRpos,1.84
2025-04-15,22,BRneg,1.104
2025-04-15,23,BRpos,3.03
2025-04-15,23,BRneg,1.942
2025-04-15,24,BRpos,3.729
2025-04-15,24,BRneg,1.923
2025-04-15,25,BRpos,1.952
2025-04-15,25,BRneg,1.968
2025-04-15,26,BRpos,2.096
2025-04-15,26,BRneg,1.472
2025-04-15,27,BRpos,2.917
2025-04-15,27,BRneg,1.03
2025-04-15,28,BRpos,2.015
2025-04-15,28,BRneg,1.014
2025-04-15,29,BRpos,2.1
2025-04-15,29,BRneg,0.83
2025-04-15,30,BRpos,2.01
2025-04-15,30,BRneg,1.769
2025-04-15,31,BRpos,4.658
2025-04-15,31,BRneg,1.785
2025-04-15,32,BRpos,2.607
2025-04-15,32,BRneg,1.566
2025-04-15,33,BRpos,3.461
2025-04-15,33,BRneg,1.335
2025-04-15,34,BRpos,3.379
2025-04-15,34,BRneg,1.544
2025-04-15,35,BRpos,3.658
2025-04-15,35,BRneg,2.805
2025-04-15,36,BRpos,8.118
2025-04-15,36,BRneg,2.912
2025-04-15,37,BRpos,4.698
2025-04-15,37,BRneg,1.051
2025-04-15,38,BRpos,2.209
2025-04-15,38,BRneg,1.494
2025-04-15,39,BRpos,6.099
2025-04-15,39,BRneg,3.426
2025-04-15,40,BRpos,1.275
2025-04-15,40,BRneg,1.126
2025-04-15,41,BRpos,3.36
2025-04-15,41,BRneg,1.619
2025-04-15,42,BRpos,2.04
2025-04-15,42,BRneg,1.118
2025-04-15,43,BRpos,2.213
2025-04-15,43,BRneg,2.688
2025-04-15,44,BRpos,2.411
2025-04-15,44,BRneg,1.028
2025-04-15,45,BRpos,2.572
2025-04-15,45,BRneg,1.095
2025-04-15,46,BRpos,2.176
2025-04-15,46,BRneg,1.375
2025-04-15,47,BRpos,2.809
2025-04-15,47,BRneg,1.009
2025-04-15,48,BRpos,2.36
2025-04-15,48,BRneg,2.996
2025-04-16,1,BRpos,3.446
2025-04-16,1,BRneg,2.099
2025-04-16,2,BRpos,2.247
2025-04-16,2,BRneg,1.016
2025-04-16,3,BRpos,2.664
2025-04-16,3,BRneg,1.765
2025-04-16,4,BRpos,4.327
2025-04-16,4,BRneg,2.007
2025-04-16,5,BRpos,2.37
2025-04-16,5,BRneg,0.604
2025-04-16,6,BRpos,4.017
2025-04-16,6,BRneg,1.027
2025-04-16,7,BRpos,2.195
2025-04-16,7,BRneg,0.554
2025-04-16,8,BRpos,2.682
2025-04-16,8,BRneg,1.122
2025-04-16,9,BRpos,1.332
2025-04-16,9,BRneg,1.006
2025-04-16,10,BRpos,2.802
2025-04-16,10,BRneg,5.411
2025-04-16,11,BRpos,2.438
2025-04-16,11,BRneg,1.12
2025-04-16,12,BRpos,1.273
2025-04-16,12,BRneg,0.821
2025-04-16,13,BRpos,1.422
2025-04-16,13,BRneg,1.371
2025-04-16,14,BRpos,3.893
2025-04-16,14,BRneg,1.927
2025-04-16,15,BRpos,3.254
2025-04-16,15,BRneg,1.904
2025-04-16,16,BRpos,2.799
2025-04-16,16,BRneg,2.646
2025-04-16,17,BRpos,3.364
2025-04-16,17,BRneg,1.2
2025-04-16,18,BRpos,3.581
2025-04-16,18,BRneg,0.628
2025-04-16,19,BRpos,5.421
2025-04-16,19,BRneg,1.804
2025-04-16,20,BRpos,2.399
2025-04-16,20,BRneg,2.442
2025-04-16,21,BRpos,2.118
2025-04-16,21,BRneg,1.654
2025-04-16,22,BRpos,1.685
2025-04-16,22,BRneg,2.491
2025-04-16,23,BRpos,1.348
2025-04-16,23,BRneg,1.252
2025-04-16,24,BRpos,2.522
2025-04-16,24,BRneg,2.199
2025-04-16,25,BRpos,1.826
2025-04-16,25,BRneg,0.662
2025-04-16,26,BRpos,1.604
2025-04-16,26,BRneg,1.568
2025-04-16,27,BRpos,3.554
2025-04-16,27,BRneg,0.609
2025-04-16,28,BRpos,2.162
2025-04-16,28,BRneg,0.555
2025-04-16,29,BRpos,1.633
2025-04-16,29,BRneg,0.784
2025-04-16,30,BRpos,4.039
2025-04-16,30,BRneg,1.242
2025-04-16,31,BRpos,1.832
2025-04-16,31,BRneg,0.964
2025-04-16,32,BRpos,4.061
2025-04-16,32,BRneg,2.001
2025-04-16,33,BRpos,2.866
2025-04-16,33,BRneg,2.795
2025-04-16,34,BRpos,2.079
2025-04-16,34,BRneg,1.094
2025-04-16,35,BRpos,4.075
2025-04-16,35,BRneg,2.157
2025-04-16,36,BRpos,2.327
2025-04-16,36,BRneg,1.823
2025-04-16,37,BRpos,9.169
2025-04-16,37,BRneg,2.378
2025-04-16,38,BRpos,3.072
2025-04-16,38,BRneg,2.24
2025-04-16,39,BRpos,4.583
2025-04-16,39,BRneg,2.145
2025-04-16,40,BRpos,3.758
2025-04-16,40,BRneg,1.332
2025-04-16,41,BRpos,4.143
2025-04-16,41,BRneg,1.014
2025-04-16,42,BRpos,0.979
2025-04-16,42,BRneg,0.683
2025-04-16,43,BRpos,6.899
2025-04-16,43,BRneg,2.347
2025-04-16,44,BRpos,5.885
2025-04-16,44,BRneg,3.353
2025-04-16,45,BRpos,4.456
2025-04-16,45,BRneg,2.236
2025-04-16,46,BRpos,1.744
2025-04-16,46,BRneg,0.724
2025-04-16,47,BRpos,1.675
2025-04-16,47,BRneg,2.043
2025-04-16,48,BRpos,7.109
2025-04-16,48,BRneg,0.715
2025-04-17,1,BRpos,3.378
2025-04-17,1,BRneg,1.554
2025-04-17,2,BRpos,7.789
2025-04-17,2,BRneg,2.647
2025-04-17,3,BRpos,1.029
2025-04-17,3,BRneg,1.036
2025-04-17,4,BRpos,2.497
2025-04-17,4,BRneg,1.715
2025-04-17,5,BRpos,2.656
2025-04-17,5,BRneg,0.871
2025-04-17,6,BRpos,1.959
2025-04-17,6,BRneg,1.635
2025-04-17,7,BRpos,5.072
2025-04-17,7,BRneg,1.518
2025-04-17,8,BRpos,3.675
2025-04-17,8,BRneg,1.15
2025-04-17,9,BRpos,2.067
2025-04-17,9,BRneg,1.24
2025-04-17,10,BRpos,1.251
2025-04-17,10,BRneg,0.545
2025-04-17,11,BRpos,1.853
2025-04-17,11,BRneg,0.798
2025-04-17,12,BRpos,3.184
2025-04-17,12,BRneg,2.328
2025-04-17,13,BRpos,2.359
2025-04-17,13,BRneg,1.582
2025-04-17,14,BRpos,2.824
2025-04-17,14,BRneg,1.095
2025-04-17,15,BRpos,3.269
2025-04-17,15,BRneg,1.169
2025-04-17,16,BRpos,2.56
2025-04-17,16,BRneg,1.441
2025-04-17,17,BRpos,2.04
2025-04-17,17,BRneg,0.638
2025-04-17,18,BRpos,4.542
2025-04-17,18,BRneg,0.723
2025-04-17,19,BRpos,4.09
2025-04-17,19,BRneg,0.645
2025-04-17,20,BRpos,3.752
2025-04-17,20,BRneg,1.382
2025-04-17,21,BRpos,2.952
2025-04-17,21,BRneg,1.235
2025-04-17,22,BRpos,6.733
2025-04-17,22,BRneg,1.114
2025-04-17,23,BRpos,2.945
2025-04-17,23,BRneg,1.928
2025-04-17,24,BRpos,4.946
2025-04-17,24,BRneg,1.87
2025-04-17,25,BRpos,3.657
2025-04-17,25,BRneg,2.102
2025-04-17,26,BRpos,2.752
2025-04-17,26,BRneg,1.002
2025-04-17,27,BRpos,3.55
2025-04-17,27,BRneg,3.344
2025-04-17,28,BRpos,3.208
2025-04-17,28,BRneg,1.939
2025-04-17,29,BRpos,1.705
2025-04-17,29,BRneg,0.941
2025-04-17,30,BRpos,1.456
2025-04-17,30,BRneg,0.765
2025-04-17,31,BRpos,1.682
2025-04-17,31,BRneg,2.161
2025-04-17,32,BRpos,5.166
2025-04-17,32,BRneg,0.803
2025-04-17,33,BRpos,3.1
2025-04-17,33,BRneg,1.759
2025-04-17,34,BRpos,3.253
2025-04-17,34,BRneg,2.392
2025-04-17,35,BRpos,7.198
2025-04-17,35,BRneg,2.793
2025-04-17,36,BRpos,3.65
2025-04-17,36,BRneg,2.91
2025-04-17,37,BRpos,7.046
2025-04-17,37,BRneg,0.895
2025-04-17,38,BRpos,5.001
2025-04-17,38,BRneg,2.659
2025-04-17,39,BRpos,5.363
2025-04-17,39,BRneg,2.196
2025-04-17,40,BRpos,3.303
2025-04-17,40,BRneg,2.727
2025-04-17,41,BRpos,1.719
2025-04-17,41,BRneg,0.732
2025-04-17,42,BRpos,2.959
2025-04-17,42,BRneg,1.125
2025-04-17,43,BRpos,2.933
2025-04-17,43,BRneg,1.13
2025-04-17,44,BRpos,5.241
2025-04-17,44,BRneg,2.65
2025-04-17,45,BRpos,2.316
2025-04-17,45,BRneg,2.101
2025-04-17,46,BRpos,3.287
2025-04-17,46,BRneg,0.93
2025-04-17,47,BRpos,2.213
2025-04-17,47,BRneg,1.288
2025-04-17,48,BRpos,2.735
2025-04-17,48,BRneg,0.655
2025-04-18,1,BRpos,8.829
2025-04-18,1,BRneg,1.193
2025-04-18,2,BRpos,2.635
2025-04-18,2,BRneg,1.158
2025-04-18,3,BRpos,7.344
2025-04-18,3,BRneg,1.489
2025-04-18,4,BRpos,1.88
2025-04-18,4,BRneg,1.692
2025-04-18,5,BRpos,1.668
2025-04-18,5,BRneg,1.594
2025-04-18,6,BRpos,1.036
2025-04-18,6,BRneg,1.311
2025-04-18,7,BRpos,5.393
2025-04-18,7,BRneg,2.562
2025-04-18,8,BRpos,1.68
2025-04-18,8,BRneg,1.012
2025-04-18,9,BRpos,1.831
2025-04-18,9,BRneg,1.662
2025-04-18,10,BRpos,1.926
2025-04-18,10,BRneg,1.469
2025-04-18,11,BRpos,4.273
2025-04-18,11,BRneg,0.943
2025-04-18,12,BRpos,3.55
2025-04-18,12,BRneg,1.499
2025-04-18,13,BRpos,2.717
2025-04-18,13,BRneg,1.557
2025-04-18,14,BRpos,1.769
2025-04-18,14,BRneg,1.456
2025-04-18,15,BRpos,1.211
2025-04-18,15,BRneg,1.252
2025-04-18,16,BRpos,4.137
2025-04-18,16,BRneg,0.847
2025-04-18,17,BRpos,2.112
2025-04-18,17,BRneg,1.257
2025-04-18,18,BRpos,0.874
2025-04-18,18,BRneg,1.364
2025-04-18,19,BRpos,3.681
2025-04-18,19,BRneg,2.586
2025-04-18,20,BRpos,3.148
2025-04-18,20,BRneg,0.456
2025-04-18,21,BRpos,6.351
2025-04-18,21,BRneg,1.06
2025-04-18,22,BRpos,3.478
2025-04-18,22,BRneg,1.912
2025-04-18,23,BRpos,1.73
2025-04-18,23,BRneg,1.287
2025-04-18,24,BRpos,3.557
2025-04-18,24,BRneg,0.49
2025-04-18,25,BRpos,2.245
2025-04-18,25,BRneg,0.785
2025-04-18,26,BRpos,3.6
2025-04-18,26,BRneg,0.806
2025-04-18,27,BRpos,3.463
2025-04-18,27,BRneg,1.309
2025-04-18,28,BRpos,1.946
2025-04-18,28,BRneg,0.652
2025-04-18,29,BRpos,3.647
2025-04-18,29,BRneg,1.447
2025-04-18,30,BRpos,3.451
2025-04-18,30,BRneg,1.816
2025-04-18,31,BRpos,1.683
2025-04-18,31,BRneg,0.722
2025-04-18,32,BRpos,1.697
2025-04-18,32,BRneg,2.234
2025-04-18,33,BRpos,1.334
2025-04-18,33,BRneg,1.327
2025-04-18,34,BRpos,7.116
2025-04-18,34,BRneg,1.993
2025-04-18,35,BRpos,3.649
2025-04-18,35,BRneg,2.451
2025-04-18,36,BRpos,2.759
2025-04-18,36,BRneg,1.935
2025-04-18,37,BRpos,3.68
2025-04-18,37,BRneg,3.226
2025-04-18,38,BRpos,4.822
2025-04-18,38,BRneg,5.281
2025-04-18,39,BRpos,3.411
2025-04-18,39,BRneg,1.157
2025-04-18,40,BRpos,3.799
2025-04-18,40,BRneg,1.155
2025-04-18,41,BRpos,4.692
2025-04-18,41,BRneg,1.929
2025-04-18,42,BRpos,4.399
2025-04-18,42,BRneg,2.696
2025-04-18,43,BRpos,1.797
2025-04-18,43,BRneg,1.665
2025-04-18,44,BRpos,2.512
2025-04-18,44,BRneg,1.919
2025-04-18,45,BRpos,2.791
2025-04-18,45,BRneg,0.861
2025-04-18,46,BRpos,4.365
2025-04-18,46,BRneg,1.417
2025-04-18,47,BRpos,4.672
2025-04-18,47,BRneg,1.432
2025-04-18,48,BRpos,8.911
2025-04-18,48,BRneg,0.864
2025-04-19,1,BRpos,2.313
2025-04-19,1,BRneg,0.689
2025-04-19,2,BRpos,5.919
2025-04-19,2,BRneg,2.713
2025-04-19,3,BRpos,3.112
2025-04-19,3,BRneg,1.06
2025-04-19,4,BRpos,17.414
2025-04-19,4,BRneg,2.172
2025-04-19,5,BRpos,3.426
2025-04-19,5,BRneg,1.233
2025-04-19,6,BRpos,1.755
2025-04-19,6,BRneg,1.596
2025-04-19,7,BRpos,3.181
2025-04-19,7,BRneg,1.98
2025-04-19,8,BRpos,2.011
2025-04-19,8,BRneg,1.146
2025-04-19,9,BRpos,3.253
2025-04-19,9,BRneg,1.11
2025-04-19,10,BRpos,2.895
2025-04-19,10,BRneg,1.018
2025-04-19,11,BRpos,2.712
2025-04-19,11,BRneg,1.185
2025-04-19,12,BRpos,1.733
2025-04-19,12,BRneg,1.456
2025-04-19,13,BRpos,2.635
2025-04-19,13,BRneg,0.656
2025-04-19,14,BRpos,1.308
2025-04-19,14,BRneg,1.456
2025-04-19,15,BRpos,2.043
2025-04-19,15,BRneg,0.837
2025-04-19,16,BRpos,2.426
2025-04-19,16,BRneg,1.553
2025-04-19,17,BRpos,3.335
2025-04-19,17,BRneg,1.007
2025-04-19,18,BRpos,1.919
2025-04-19,18,BRneg,1.609
2025-04-19,19,BRpos,3.357
2025-04-19,19,BRneg,2.377
2025-04-19,20,BRpos,5.74
2025-04-19,20,BRneg,0.605
2025-04-19,21,BRpos,5.24
2025-04-19,21,BRneg,1.964
2025-04-19,22,BRpos,1.525
2025-04-19,22,BRneg,1.261
2025-04-19,23,BRpos,3.122
2025-04-19,23,BRneg,1.061
2025-04-19,24,BRpos,7.957
2025-04-19,24,BRneg,0.754
2025-04-19,25,BRpos,4.002
2025-04-19,25,BRneg,1.396
2025-04-19,26,BRpos,2.066
2025-04-19,26,BRneg,1.573
2025-04-19,27,BRpos,1.088
2025-04-19,27,BRneg,1.22
2025-04-19,28,BRpos,2.214
2025-04-19,28,BRneg,2.33
2025-04-19,29,BRpos,2.905
2025-04-19,29,BRneg,3.297
2025-04-19,30,BRpos,2.927
2025-04-19,30,BRneg,1.34
2025-04-19,31,BRpos,2.049
2025-04-19,31,BRneg,1.804
2025-04-19,32,BRpos,2.68
2025-04-19,32,BRneg,1.938
2025-04-19,33,BRpos,3.079
2025-04-19,33,BRneg,1.256
2025-04-19,34,BRpos,2.57
2025-04-19,34,BRneg,2.782
2025-04-19,35,BRpos,4.061
